,Place,Region,Country,SchoolName,Ownership,Latitude,Longitude,WindSpeed,WindDegree,WindDirection,Gust,Pressure,Precipitation,Temperature,Visibility,Humidity,Cloud,UV
0,Arusha,Arusha,Tanzania,ALBEHIJE,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
1,Arusha,Arusha,Tanzania,ARUSHA VICTORY,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
2,Arusha,Arusha,Tanzania,ASSALAF,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
3,Arusha,Arusha,Tanzania,BANGATA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
4,Arusha,Arusha,Tanzania,BETHANY,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
5,Arusha,Arusha,Tanzania,BLUE BELL,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
6,Arusha,Arusha,Tanzania,BWAWANI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
7,Arusha,Arusha,Tanzania,DEANERY,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
8,Arusha,Arusha,Tanzania,DINKA,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
9,Sokon,Arusha,Tanzania,EBENEZER,Non-Government,-3.37,36.7,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
10,Arusha,Arusha,Tanzania,EKENYWA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
11,Olmotonyi,Arusha,Tanzania,EKICA,Non-Government,-3.32,36.63,6.0,137,SE,7.0,1018.0,0.06,21.8,6.0,62,80,6.0
12,Olmotonyi,Arusha,Tanzania,EMAOI,Government,-3.32,36.63,6.0,137,SE,7.0,1018.0,0.06,21.8,6.0,62,80,6.0
13,Arusha,Arusha,Tanzania,ENDOINYOESOYE,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
14,Arusha,Arusha,Tanzania,ENGALAONI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
15,Arusha,Arusha,Tanzania,ENGIKARETI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
16,Arusha,Arusha,Tanzania,ENGILANG'ET,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
17,Arusha,Arusha,Tanzania,ENGORIKA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
18,Arusha,Arusha,Tanzania,ENGUTUKOIT,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
19,Arusha,Arusha,Tanzania,ENJORO,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
20,Arusha,Arusha,Tanzania,ENYUATA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
21,Arusha,Arusha,Tanzania,EUNOTO,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
22,Arusha,Arusha,Tanzania,GOODWILL,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
23,Arusha,Arusha,Tanzania,GRACIOUS,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
24,Arusha,Arusha,Tanzania,GREEN ACRES,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
25,Arusha,Arusha,Tanzania,GREEN PASTURES,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
26,Arusha,Arusha,Tanzania,HEDA,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
27,Arusha,Arusha,Tanzania,IKIRWA,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
28,Ilboru,Arusha,Tanzania,ILBORU,Government,-3.35,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
29,Ilboru,Arusha,Tanzania,ILBORU LUTHERAN,Non-Government,-3.35,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
30,Arusha,Arusha,Tanzania,ILKERIN,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
31,Arusha,Arusha,Tanzania,ILKIDING'A,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
32,Arusha,Arusha,Tanzania,ILKISONGO,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
33,Arusha,Arusha,Tanzania,ILKIUREI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
34,Olmotonyi,Arusha,Tanzania,ILKONERE,Government,-3.32,36.63,6.0,137,SE,7.0,1018.0,0.06,21.8,6.0,62,80,6.0
35,Arusha,Arusha,Tanzania,ILKUROT,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
36,Arusha,Arusha,Tanzania,IMBIBIA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
37,Arusha,Arusha,Tanzania,ISLONG,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
38,Arusha,Arusha,Tanzania,J.K. NYERERE,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
39,Olturoto,Arusha,Tanzania,JOBREAS,Non-Government,-3.33,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
40,Arusha,Arusha,Tanzania,JOSHUA VISION,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
41,Arusha,Arusha,Tanzania,KAMBI YA MAZIWA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
42,Arusha,Arusha,Tanzania,KIGONGONI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
43,Arusha,Arusha,Tanzania,KILIMANJARO,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
44,Arusha,Arusha,Tanzania,KIMNYAKI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
45,Arusha,Arusha,Tanzania,KINGDOM,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
46,Arusha,Arusha,Tanzania,KIOGA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
47,Arusha,Arusha,Tanzania,KIRANYI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
48,Arusha,Arusha,Tanzania,KISERIAN,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
49,Arusha,Arusha,Tanzania,KISONGO,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
50,Arusha,Arusha,Tanzania,LAMOLOKI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
51,Arusha,Arusha,Tanzania,LAROI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
52,Arusha,Arusha,Tanzania,LEMANYATA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
53,Arusha,Arusha,Tanzania,LEMINYOR,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
54,Arusha,Arusha,Tanzania,LEMUGUR,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
55,Arusha,Arusha,Tanzania,LENGIJAVE,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
56,Arusha,Arusha,Tanzania,LESIRAA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
57,Arusha,Arusha,Tanzania,LIKAMBA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
58,Arusha,Arusha,Tanzania,LIKAMBA INTEGRITY,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
59,Arusha,Arusha,Tanzania,LOOVILUKUNYI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
60,Olturoto,Arusha,Tanzania,LORUVAN,Government,-3.33,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
61,Arusha,Arusha,Tanzania,LOSIKITO,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
62,Arusha,Arusha,Tanzania,LOSINONI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
63,Arusha,Arusha,Tanzania,MAADILI,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
64,Arusha,Arusha,Tanzania,MAASAY JOY,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
65,Arusha,Arusha,Tanzania,MAGRETH ENGLAND BARK,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
66,Nduruma Chini,Arusha,Tanzania,MAJI MOTO,Government,-3.48,36.8,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
67,Arusha,Arusha,Tanzania,MANYIRE,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
68,Nduruma Chini,Arusha,Tanzania,MARURANI,Government,-3.48,36.8,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
69,Arusha,Arusha,Tanzania,MATIM,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
70,Arusha,Arusha,Tanzania,MBUYUNI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
71,Ilboru,Arusha,Tanzania,MIALE,Non-Government,-3.35,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
72,Arusha,Arusha,Tanzania,MIDAWE,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
73,Arusha,Arusha,Tanzania,MIRONGOINE,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
74,Arusha,Arusha,Tanzania,MLANGARINI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
75,Arusha,Arusha,Tanzania,MOIVO,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
76,Arusha,Arusha,Tanzania,MRINGA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
77,Nduruma Chini,Arusha,Tanzania,MSHIKAMANO,Government,-3.48,36.8,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
78,Arusha,Arusha,Tanzania,MUNGUSHI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
79,Arusha,Arusha,Tanzania,MUSA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
80,Arusha,Arusha,Tanzania,MUUNGANO,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
81,Arusha,Arusha,Tanzania,MWANDETI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
82,Nduruma Chini,Arusha,Tanzania,MZIMUNI,Government,-3.48,36.8,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
83,Sokon,Arusha,Tanzania,NAMBERE,Government,-3.37,36.7,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
84,Arusha,Arusha,Tanzania,NAMELOK,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
85,Arusha,Arusha,Tanzania,NATEMA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
86,Arusha,Arusha,Tanzania,NAUREI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
87,Nduruma Chini,Arusha,Tanzania,NDURUMA,Government,-3.48,36.8,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
88,Arusha,Arusha,Tanzania,NENGUNGU,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
89,Arusha,Arusha,Tanzania,NEW LIFE,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
90,Arusha,Arusha,Tanzania,NEW VISION,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
91,Arusha,Arusha,Tanzania,NGARAMTONI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
92,Sokon,Arusha,Tanzania,NG'IRESI,Government,-3.37,36.7,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
93,Ilboru,Arusha,Tanzania,NURU,Non-Government,-3.35,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
94,Arusha,Arusha,Tanzania,OLBAK,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
95,Arusha,Arusha,Tanzania,OLCHOKI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
96,Arusha,Arusha,Tanzania,OLCHOROVUS,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
97,Sokon,Arusha,Tanzania,OLDADAI,Government,-3.37,36.7,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
98,Nduruma Chini,Arusha,Tanzania,OLDENDERETI,Government,-3.48,36.8,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
99,Arusha,Arusha,Tanzania,OLDONYOSAMBU,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
100,Olturoto,Arusha,Tanzania,OLDONYOSAPUK,Government,-3.33,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
101,Arusha,Arusha,Tanzania,OLDONYOWAS,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
102,Arusha,Arusha,Tanzania,OLEMEDEYE,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
103,Arusha,Arusha,Tanzania,OLGILAI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
104,Arusha,Arusha,Tanzania,OLJORO,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
105,Arusha,Arusha,Tanzania,OLKOKOLA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
106,Olmotonyi,Arusha,Tanzania,OLMOTONYI,Government,-3.32,36.63,6.0,137,SE,7.0,1018.0,0.06,21.8,6.0,62,80,6.0
107,Arusha,Arusha,Tanzania,OLMRINGIRINGA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
108,Arusha,Arusha,Tanzania,OLOIRIEN VALLEY,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
109,Arusha,Arusha,Tanzania,OLOKII,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
110,Arusha,Arusha,Tanzania,OLOMITU,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
111,Arusha,Arusha,Tanzania,OLOSIVA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
112,Arusha,Arusha,Tanzania,OLTURMET,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
113,Olturoto,Arusha,Tanzania,OLTUROTO,Government,-3.33,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
114,Arusha,Arusha,Tanzania,PELICAN,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
115,Olmotonyi,Arusha,Tanzania,ROCKLAND,Non-Government,-3.32,36.63,6.0,137,SE,7.0,1018.0,0.06,21.8,6.0,62,80,6.0
116,Olmotonyi,Arusha,Tanzania,SAIDE,Non-Government,-3.32,36.63,6.0,137,SE,7.0,1018.0,0.06,21.8,6.0,62,80,6.0
117,Arusha,Arusha,Tanzania,SAMBASHA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
118,Nduruma Chini,Arusha,Tanzania,SAMMENA,Non-Government,-3.48,36.8,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
119,Arusha,Arusha,Tanzania,SAMWA,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
120,Arusha,Arusha,Tanzania,SASI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
121,Arusha,Arusha,Tanzania,SEIA EBENEZER,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
122,Arusha,Arusha,Tanzania,SEKEI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
123,Arusha,Arusha,Tanzania,SELIAN,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
124,Arusha,Arusha,Tanzania,SHINNING STAR,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
125,Arusha,Arusha,Tanzania,SITTI MWINYI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
126,Arusha,Arusha,Tanzania,SONGAMBELE,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
127,Arusha,Arusha,Tanzania,SOS HERMAN,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
128,Arusha,Arusha,Tanzania,SOTWA WILSON,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
129,Arusha,Arusha,Tanzania,ST. AUGUSTINE,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
130,Arusha,Arusha,Tanzania,ST. MARGRETH,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
131,Arusha,Arusha,Tanzania,ST. PIUS,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
132,Arusha,Arusha,Tanzania,ST.PAUL,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
133,Arusha,Arusha,Tanzania,THEMI YA SIMBA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
134,Arusha,Arusha,Tanzania,TIMBOLO,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
135,Arusha,Arusha,Tanzania,TRUST ST. PATRICK,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
136,Nduruma Chini,Arusha,Tanzania,UMOJA,Government,-3.48,36.8,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
137,Sokon,Arusha,Tanzania,WILKABAA,Non-Government,-3.37,36.7,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
138,Arusha,Arusha,Tanzania,WINNERS,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
139,Arusha,Arusha,Tanzania,YAKINI,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
140,Arusha,Arusha,Tanzania,ANGELICO LIPAN,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
141,Arusha,Arusha,Tanzania,ARUSHA ALLIANCE,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
142,Arusha,Arusha,Tanzania,ARUSHA INTEGRATED,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
143,Arusha,Arusha,Tanzania,ARUSHA MERU INT.SCHOOL,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
144,Arusha,Arusha,Tanzania,ARUSHA MODERN,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
145,Themi,Arusha,Tanzania,ARUSHA SCHOOL,Government,-3.52,36.77,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
146,Arusha,Arusha,Tanzania,ASSUMPTION,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
147,Arusha,Arusha,Tanzania,AZIMIO,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
148,Arusha,Arusha,Tanzania,BARAA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
149,Arusha,Arusha,Tanzania,BARBRA SCHOOL,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
150,Arusha,Arusha,Tanzania,BIBLE BAPTIST,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
151,Arusha,Arusha,Tanzania,BRIGHT FUTURE,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
152,Arusha,Arusha,Tanzania,BURKA,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
153,Arusha,Arusha,Tanzania,BURKA ESTATE,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
154,Arusha,Arusha,Tanzania,CAMP JOSHUA,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
155,Arusha,Arusha,Tanzania,CANAAN,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
156,Arusha,Arusha,Tanzania,CANOSSA,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
157,Arusha,Arusha,Tanzania,CARMEL,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
158,Arusha,Arusha,Tanzania,CHETI,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
159,Arusha,Arusha,Tanzania,CLASSIC,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
160,Arusha,Arusha,Tanzania,DARAJA MBILI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
161,Arusha,Arusha,Tanzania,DOMINION,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
162,Arusha,Arusha,Tanzania,ELERAI,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
163,Arusha,Arusha,Tanzania,ELYON,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
164,Arusha,Arusha,Tanzania,ENALEPO,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
165,Arusha,Arusha,Tanzania,ENGARENAROK LUTH. TETRA,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
166,Themi,Arusha,Tanzania,ENGIRA,Government,-3.52,36.77,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
167,Arusha,Arusha,Tanzania,ENGOSENGIU,Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
168,Arusha,Arusha,Tanzania,ENYORATA,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
169,Arusha,Arusha,Tanzania,ERETO,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
170,Arusha,Arusha,Tanzania,ERNEST MEYNER,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
171,Arusha,Arusha,Tanzania,ESA,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
172,Arusha,Arusha,Tanzania,ESERIAN,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
173,Arusha,Arusha,Tanzania,GHATI MEMORIAL,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
174,Arusha,Arusha,Tanzania,GLORIOUS SCHOOL,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
175,Arusha,Arusha,Tanzania,GLORYLAND,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
176,Arusha,Arusha,Tanzania,GOLGOTHA,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
177,Arusha,Arusha,Tanzania,GOOD HOPE,Non-Government,-3.37,36.68,6.7,130,SE,7.7,1017.0,0.06,24.8,6.0,61,88,6.0
