,Place,Region,Country,SchoolName,Ownership,Latitude,Longitude,WindSpeed,WindDegree,WindDirection,Gust,Pressure,Precipitation,Temperature,Visibility,Humidity,Cloud,UV
12697,Sumbawanga,Rukwa,Tanzania,KIZWITE,Government,-7.97,31.62,9.2,64,ENE,10.6,1018.0,0.0,20.9,6.0,47,4,7.0
12698,Sumbawanga,Rukwa,Tanzania,LUKEWILLE,Government,-7.97,31.62,9.2,64,ENE,10.6,1018.0,0.0,20.9,6.0,47,4,7.0
12699,Sumbawanga,Rukwa,Tanzania,LUWA,Government,-7.97,31.62,9.2,64,ENE,10.6,1018.0,0.0,20.9,6.0,47,4,7.0
12700,Sumbawanga,Rukwa,Tanzania,MAFULALA,Government,-7.97,31.62,9.2,64,ENE,10.6,1018.0,0.0,20.9,6.0,47,4,7.0
12701,Sumbawanga,Rukwa,Tanzania,MAJENGO,Government,-7.97,31.62,9.2,64,ENE,10.6,1018.0,0.0,20.9,6.0,47,4,7.0
12702,Sumbawanga,Rukwa,Tanzania,MAKAZI MAPYA,Government,-7.97,31.62,9.2,64,ENE,10.6,1018.0,0.0,20.9,6.0,47,4,7.0
12703,Sumbawanga,Rukwa,Tanzania,MALAGANO,Government,-7.97,31.62,9.2,64,ENE,10.6,1018.0,0.0,20.9,6.0,47,4,7.0
12704,Sumbawanga,Rukwa,Tanzania,MALANGALI,Government,-7.97,31.62,9.2,64,ENE,10.6,1018.0,0.0,20.9,6.0,47,4,7.0
12705,Sumbawanga,Rukwa,Tanzania,MALONJE,Government,-7.97,31.62,9.2,64,ENE,10.6,1018.0,0.0,20.9,6.0,47,4,7.0
12706,Sumbawanga,Rukwa,Tanzania,MANZITISWE,Government,-7.97,31.62,9.2,64,ENE,10.6,1018.0,0.0,20.9,6.0,47,4,7.0
12707,Sumbawanga,Rukwa,Tanzania,MAPINDUZI,Government,-7.97,31.62,9.2,64,ENE,10.6,1018.0,0.0,20.9,6.0,47,4,7.0
