,Latitude,Longitude,Region,Council,Ward,SchoolName,Ownership
0,-3.3620171,36.6856885,Arusha,Arusha,Kiranyi,Albehije,Non-Government
1,-3.3579834,36.6780255,Arusha,Arusha,Kiranyi,Arusha Victory,Non-Government
2,-3.385133,36.5491474,Arusha,Arusha,Mateves,Assalaf,Non-Government
3,-3.3403253,36.7431434,Arusha,Arusha,Bangata,Bangata,Government
4,-3.3639833,36.5626783,Arusha,Arusha,Mateves,Bethany,Non-Government
5,-3.36329,36.60316,Arusha,Arusha,Olorien,Blue Bell,Non-Government
6,-3.6076467,36.8447191,Arusha,Arusha,Bwawani,Bwawani,Government
7,-3.3773035,36.5862759,Arusha,Arusha,Mateves,Deanery,Non-Government
8,-3.4506519,36.7924085,Arusha,Arusha,Mlangarini,Dinka,Non-Government
9,-3.9392741,36.360456,Arusha,Arusha,Sokon II,Ebenezer,Non-Government
10,-3.2983403,36.6267205,Arusha,Arusha,Olturumet,Ekenywa,Government
11,-3.310745,36.645403,Arusha,Arusha,Olmotonyi,Ekica,Non-Government
12,-3.3080883,36.6489966,Arusha,Arusha,Olmotonyi,Emaoi,Government
13,-3.3227865,36.6515627,Arusha,Arusha,Tarakwa,Endoinyoesoye,Government
14,-3.2379416,36.5442366,Arusha,Arusha,Mwandet,Engalaoni,Government
15,-3.3722475,36.7538238,Arusha,Arusha,Bangata,Engikareti,Government
16,-3.3472802,36.6992602,Arusha,Arusha,Moivo,Engilang'Et,Non-Government
17,-3.2327941,36.6422835,Arusha,Arusha,Lemanyata,Engorika,Government
18,-3.0463618,36.7477283,Arusha,Arusha,Oldonyowass,Engutukoit,Government
19,-3.4320129,36.6517247,Arusha,Arusha,Laroi,Enjoro,Government
20,-3.3618709,36.6685859,Arusha,Arusha,Kiranyi,Enyuata,Government
21,-3.3373669,36.5598478,Arusha,Arusha,Musa,Eunoto,Government
22,-3.3551844,36.6921826,Arusha,Arusha,Moivo,Goodwill,Non-Government
23,-3.3475766,36.6696166,Arusha,Arusha,Kiranyi,Gracious,Non-Government
24,-3.3624253,36.7056632,Arusha,Arusha,Kiutu,Green Acres,Non-Government
25,-3.346742,36.7242141,Arusha,Arusha,Kiutu,Green Pastures,Non-Government
26,-3.4711334,36.6567329,Arusha,Arusha,Laroi,Heda,Non-Government
27,-3.3394526,36.7407011,Arusha,Arusha,Bangata,Ikirwa,Non-Government
28,-3.3641707,36.7056296,Arusha,Arusha,Ilboru,Ilboru,Government
29,-3.3497765,36.6864527,Arusha,Arusha,Ilboru,Ilboru Lutheran,Non-Government
30,-3.3567017,36.5261733,Arusha,Arusha,Kisongo,Ilkerin,Government
31,-3.3178416,36.6848933,Arusha,Arusha,Ilkiding'a,Ilkiding'A,Government
32,-3.317492,36.965646,Arusha,Arusha,Ilkiding'a,Ilkisongo,Government
33,-3.356937,36.676662,Arusha,Arusha,Kiranyi,Ilkiurei,Government
34,-3.3622783,36.7075383,Arusha,Arusha,Olmotonyi,Ilkonere,Government
35,-3.2264657,36.6184642,Arusha,Arusha,Olkokola,Ilkurot,Government
36,-3.2489526,36.5856477,Arusha,Arusha,Mwandet,Imbibia,Government
37,-3.3179444,36.6455555,Arusha,Arusha,Kimnyaki,Islong,Non-Government
38,-3.3431873,36.6461204,Arusha,Arusha,Olorien,J.K. Nyerere,Government
39,-3.3437167,36.6811666,Arusha,Arusha,Olturoto,Jobreas,Non-Government
40,-3.1876998,36.6591451,Arusha,Arusha,Oldonyosambu,Joshua Vision,Non-Government
41,-3.3732665,36.5763576,Arusha,Arusha,Mateves,Kambi Ya Maziwa,Government
42,-3.5372021,36.7805231,Arusha,Arusha,Bwawani,Kigongoni,Government
43,-3.3501163,36.6522587,Arusha,Arusha,Olorien,Kilimanjaro,Non-Government
44,-3.3154126,36.6547614,Arusha,Arusha,Kimnyaki,Kimnyaki,Government
45,-3.3604433,36.6778,Arusha,Arusha,Kiranyi,Kingdom,Non-Government
46,-3.3641707,36.7056296,Arusha,Arusha,Ilkiding'a,Kioga,Government
47,-3.3587783,36.6683699,Arusha,Arusha,Kiranyi,Kiranyi,Government
48,-3.4368069,36.7069836,Arusha,Arusha,Mlangarini,Kiserian,Government
49,-3.369725,36.547065,Arusha,Arusha,Kisongo,Kisongo,Government
50,-3.580214,36.833073,Arusha,Arusha,Bwawani,Lamoloki,Government
51,-3.4958783,36.6267749,Arusha,Arusha,Laroi,Laroi,Government
52,-3.26372,36.61808,Arusha,Arusha,Lemanyata,Lemanyata,Government
53,-3.1982275,36.6338513,Arusha,Arusha,Oldonyosambu,Leminyor,Government
54,-3.4318583,36.5611199,Arusha,Arusha,Mateves,Lemugur,Government
55,-3.2224733,36.6038033,Arusha,Arusha,Olkokola,Lengijave,Government
56,-3.3975833,36.5051016,Arusha,Arusha,Kisongo,Lesiraa,Government
57,-3.3373668,36.559877,Arusha,Arusha,Musa,Likamba,Government
58,-3.3373667,36.5598467,Arusha,Arusha,Musa,Likamba Integrity,Non-Government
59,-3.4087917,36.5432633,Arusha,Arusha,Kisongo,Loovilukunyi,Government
60,-3.3470433,36.7034833,Arusha,Arusha,Olturoto,Loruvan,Government
61,-3.5391888,36.6506438,Arusha,Arusha,Mwandet,Losikito,Government
62,-3.0473625,36.6981183,Arusha,Arusha,Oldonyowass,Losinoni,Government
63,-3.3833644,36.5864353,Arusha,Arusha,Mateves,Maadili,Non-Government
64,-3.2686734,36.6327869,Arusha,Arusha,Olturumet,Maasay Joy,Non-Government
65,-3.3022721,36.6375616,Arusha,Arusha,Olturumet,Magreth England Bark,Non-Government
66,-3.3539155,36.0075363,Arusha,Arusha,Nduruma,Maji Moto,Government
67,-3.4546016,36.8054433,Arusha,Arusha,Mlangarini,Manyire,Government
68,-3.4798152,36.8440208,Arusha,Arusha,Nduruma,Marurani,Government
69,-3.1548698,36.3745156,Arusha,Arusha,Lemanyata,Matim,Government
70,-3.5632833,36.6561466,Arusha,Arusha,Oljoro,Mbuyuni,Government
71,-3.3500632,36.3739811,Arusha,Arusha,Ilboru,Miale,Non-Government
72,-3.3684617,36.7531625,Arusha,Arusha,Bangata,Midawe,Government
73,-3.5679519,36.6531133,Arusha,Arusha,Oljoro,Mirongoine,Government
74,-3.4507334,36.7924392,Arusha,Arusha,Mlangarini,Mlangarini,Government
75,-3.3470433,36.7034833,Arusha,Arusha,Moivo,Moivo,Government
76,-3.3540036,36.6156082,Arusha,Arusha,Olorien,Mringa,Government
77,-3.4798152,36.8440208,Arusha,Arusha,Nduruma,Mshikamano,Government
78,-3.5292372,36.833401,Arusha,Arusha,Bwawani,Mungushi,Government
79,-3.3224154,36.5205957,Arusha,Arusha,Musa,Musa,Government
80,-3.482045,36.7362017,Arusha,Arusha,Mlangarini,Muungano,Government
81,-3.5391888,36.6506438,Arusha,Arusha,Mwandet,Mwandeti,Government
82,-3.5046799,36.8059825,Arusha,Arusha,Nduruma,Mzimuni,Government
83,-3.3641707,36.7056296,Arusha,Arusha,Sokon II,Nambere,Government
84,-3.1347033,36.7460733,Arusha,Arusha,Oldonyowass,Namelok,Government
85,-3.3399363,36.6999421,Arusha,Arusha,Kiranyi,Natema,Government
86,-3.3516817,36.7147611,Arusha,Arusha,Kiutu,Naurei,Government
87,-3.4749033,36.7937083,Arusha,Arusha,Nduruma,Nduruma,Government
88,-3.3438383,36.4704983,Arusha,Arusha,Musa,Nengungu,Government
89,-3.3436141,36.6469212,Arusha,Arusha,Olorien,New Life,Non-Government
90,-3.3408047,36.6264302,Arusha,Arusha,Olturumet,New Vision,Non-Government
91,-3.31586514,36.6382362,Arusha,Arusha,Olturumet,Ngaramtoni,Government
92,-3.3322759,36.7329216,Arusha,Arusha,Sokon II,Ng'Iresi,Government
93,-3.3500612,36.3739801,Arusha,Arusha,Ilboru,Nuru,Non-Government
94,-3.2233833,36.6046456,Arusha,Arusha,Olkokola,Olbak,Government
95,-3.351912,36.6669001,Arusha,Arusha,Kiranyi,Olchoki,Government
96,-3.2981716,36.5276916,Arusha,Arusha,Musa,Olchorovus,Government
97,-3.363306,36.734878,Arusha,Arusha,Sokon II,Oldadai,Government
98,-3.7448033,36.7637083,Arusha,Arusha,Nduruma,Oldendereti,Government
99,-3.1540333,36.6776233,Arusha,Arusha,Oldonyosambu,Oldonyosambu,Government
100,-3.3119375,36.6311844,Arusha,Arusha,Olturoto,Oldonyosapuk,Government
101,-3.1548304,36.6864811,Arusha,Arusha,Oldonyowass,Oldonyowas,Government
102,-3.5189833,36.6075883,Arusha,Arusha,Laroi,Olemedeye,Government
103,-3.3423317,36.7228777,Arusha,Arusha,Kiutu,Olgilai,Government
104,-3.5809598,36.6780255,Arusha,Arusha,Oljoro,Oljoro,Government
105,-3.2317394,36.6112483,Arusha,Arusha,Lemanyata,Olkokola,Government
106,-3.2910419,36.6493041,Arusha,Arusha,Olmotonyi,Olmotonyi,Government
107,-3.3046096,36.6716773,Arusha,Arusha,Kimnyaki,Olmringiringa,Government
108,-3.3222531,36.6331767,Arusha,Arusha,Olorien,Oloirien Valley,Non-Government
109,-3.5046699,36.8059715,Arusha,Arusha,Bwawani,Olokii,Government
110,-3.4079187,36.7623152,Arusha,Arusha,Mlangarini,Olomitu,Government
111,-3.3451606,36.6477138,Arusha,Arusha,Olorien,Olosiva,Government
112,-3.3647191,36.6093081,Arusha,Arusha,Olturumet,Olturmet,Government
113,-3.33370166,36.6891666,Arusha,Arusha,Olturoto,Olturoto,Government
114,-3.389213,36.543736,Arusha,Arusha,Kisongo,Pelican,Non-Government
115,-3.3125455,36.64241,Arusha,Arusha,Olmotonyi,Rockland,Non-Government
116,-3.662546,36.6234615,Arusha,Arusha,Olmotonyi,Saide,Non-Government
117,-3.2965333,36.6700454,Arusha,Arusha,Sambasha,Sambasha,Government
118,-3.5838,36.7864,Arusha,Arusha,Nduruma,Sammena,Non-Government
119,-3.4029702,36.6994847,Arusha,Arusha,Laroi,Samwa,Non-Government
120,-3.3656505,36.7619751,Arusha,Arusha,Bangata,Sasi,Government
121,-3.3634156,36.7667873,Arusha,Arusha,Kisongo,Seia Ebenezer,Non-Government
122,-3.3574107,36.7166343,Arusha,Arusha,Kiutu,Sekei,Government
123,-3.3159938,36.6504252,Arusha,Arusha,Kimnyaki,Selian,Government
124,-3.3605,36.6971,Arusha,Arusha,Moivo,Shinning Star,Non-Government
125,-3.5354545,36.6442353,Arusha,Arusha,Oljoro,Sitti Mwinyi,Government
126,-3.5967621,36.6996712,Arusha,Arusha,Bwawani,Songambele,Government
127,-3.3082129,36.6378041,Arusha,Arusha,Olturumet,Sos Herman,Non-Government
128,-3.38768,36.7388631,Arusha,Arusha,Moivo,Sotwa Wilson,Non-Government
129,-3.7417673,36.4787644,Arusha,Arusha,Kiranyi,St. Augustine,Non-Government
130,-3.3717041,36.5805175,Arusha,Arusha,Kisongo,St. Margreth,Non-Government
131,-3.3554453,36.6781483,Arusha,Arusha,Kiranyi,St. Pius,Non-Government
132,-3.179993,36.649904,Arusha,Arusha,Kiutu,St.Paul,Non-Government
133,-3.5967623,36.6996714,Arusha,Arusha,Bwawani,Themi Ya Simba,Government
134,-3.2980756,36.6700733,Arusha,Arusha,Sambasha,Timbolo,Government
135,-3.3541965,36.6522091,Arusha,Arusha,Olorien,Trust St. Patrick,Non-Government
136,-3.7349033,36.7737083,Arusha,Arusha,Nduruma,Umoja,Government
137,-3.357785,36.7179266,Arusha,Arusha,Sokon II,Wilkabaa,Non-Government
138,-3.5563652,36.6400394,Arusha,Arusha,Oljoro,Winners,Non-Government
139,-3.3874027,36.5539942,Arusha,Arusha,Kisongo,Yakini,Non-Government
140,-3.3852664,36.6709666,Arusha,Arusha CC,Sombetini,Angelico Lipan,Non-Government
141,-3.4179135,36.66439,Arusha,Arusha CC,Olasiti,Arusha Alliance,Non-Government
142,-3.3634187,36.6580771,Arusha,Arusha CC,Elerai,Arusha Integrated,Non-Government
143,-3.375285,36.683857,Arusha,Arusha CC,Levolosi,Arusha Meru Int.School,Non-Government
144,-3.3605817,36.6609211,Arusha,Arusha CC,Elerai,Arusha Modern,Non-Government
145,-3.3760433,36.6941067,Arusha,Arusha CC,Themi,Arusha School,Government
146,-3.3841364,36.7071053,Arusha,Arusha CC,Oloirien,Assumption,Non-Government
147,-3.3641475,36.6622336,Arusha,Arusha CC,Elerai,Azimio,Government
148,-3.3887066,36.737565,Arusha,Arusha CC,Baraa,Baraa,Government
149,-3.3995088,36.6700833,Arusha,Arusha CC,Sokoni I,Barbra School,Non-Government
150,-3.3883282,36.710052,Arusha,Arusha CC,Oloirien,Bible Baptist,Non-Government
151,-3.376211,36.729585,Arusha,Arusha CC,Baraa,Bright Future,Non-Government
152,-3.3648532,36.6614862,Arusha,Arusha CC,Elerai,Burka,Government
153,-3.412956,36.63888,Arusha,Arusha CC,Olasiti,Burka Estate,Government
154,-3.4052699,36.6662027,Arusha,Arusha CC,Sinoni,Camp Joshua,Non-Government
155,-3.3777067,36.6523993,Arusha,Arusha CC,Olmoti,Canaan,Non-Government
156,-3.4572736,36.7102387,Arusha,Arusha CC,Baraa,Canossa,Non-Government
157,-3.3657887,36.674446,Arusha,Arusha CC,Olasiti,Carmel,Non-Government
158,-3.4724237,36.6684748,Arusha,Arusha CC,Muriet,Cheti,Non-Government
159,-3.3869259,36.6829952,Arusha,Arusha CC,Sokoni I,Classic,Non-Government
160,-3.386763,36.694123,Arusha,Arusha CC,Daraja Ii,Daraja Mbili,Government
161,-3.4190654,36.6615265,Arusha,Arusha CC,Sokoni I,Dominion,Non-Government
162,-3.3729361,36.6567847,Arusha,Arusha CC,Elerai,Elerai,Government
163,-3.3881652,36.7319431,Arusha,Arusha CC,Baraa,Elyon,Non-Government
164,-3.3885302,36.6963438,Arusha,Arusha CC,Daraja Ii,Enalepo,Non-Government
165,-3.361385,36.6712933,Arusha,Arusha CC,Ngarenaro,Engarenarok Luth. Tetra,Non-Government
166,-3.3940816,36.6975333,Arusha,Arusha CC,Themi,Engira,Government
167,-3.416155,36.6879112,Arusha,Arusha CC,Sinoni,Engosengiu,Government
168,-3.3915846,36.738533,Arusha,Arusha CC,Muriet,Enyorata,Non-Government
169,-3.3698883,36.719115,Arusha,Arusha CC,Kimandolu,Ereto,Non-Government
170,-3.36332,36.70027,Arusha,Arusha CC,Sekei,Ernest Meyner,Non-Government
171,-3.401541,36.6751321,Arusha,Arusha CC,Sokoni I,Esa,Non-Government
172,-3.4230233,36.6613913,Arusha,Arusha CC,Muriet,Eserian,Non-Government
173,-3.4076327,36.6829956,Arusha,Arusha CC,Sinoni,Ghati Memorial,Non-Government
174,-3.3957777,36.6736666,Arusha,Arusha CC,Sokoni I,Glorious School,Non-Government
175,-3.3871483,36.7328517,Arusha,Arusha CC,Baraa,Gloryland,Non-Government
176,-3.4064473,36.6675744,Arusha,Arusha CC,Sokoni I,Golgotha,Non-Government
177,-3.3999933,36.6678908,Arusha,Arusha CC,Sombetini,Good Hope,Non-Government
178,-3.4557663,36.6526501,Arusha,Arusha CC,Muriet,Gosheni Blessed,Non-Government
179,-3.3893041,36.6643634,Arusha,Arusha CC,Sombetini,Green Valley,Non-Government
180,-3.3646697,36.6715656,Arusha,Arusha CC,Sakina,Greenwhich,Non-Government
181,-3.3940461,36.6654966,Arusha,Arusha CC,Osunyai Jr,Hady,Non-Government
182,-3.425623,36.709255,Arusha,Arusha CC,Baraa,Hazina Mission,Non-Government
183,-3.4557768,36.6526512,Arusha,Arusha CC,Muriet,Healsun,Non-Government
184,-3.400161,36.740033,Arusha,Arusha CC,Moshono,Heaven,Non-Government
185,-3.4215342,36.6630579,Arusha,Arusha CC,Muriet,High Challenge,Non-Government
186,-3.3864312,36.6601566,Arusha,Arusha CC,Sombetini,High View,Non-Government
187,-3.3941999,36.7067188,Arusha,Arusha CC,Themi,Highridge,Non-Government
188,-3.399049,36.7383433,Arusha,Arusha CC,Moshono,Hope,Non-Government
189,-3.38554,36.668504,Arusha,Arusha CC,Osunyai Jr,Imani School,Non-Government
190,-3.4443374,36.7090329,Arusha,Arusha CC,Terrat,Integrity,Non-Government
191,-3.4575255,36.70095,Arusha,Arusha CC,Terrat,Intel Schools,Non-Government
192,-3.407183,36.721328,Arusha,Arusha CC,Muriet,Jitihada,Non-Government
193,-3.36221,36.65966,Arusha,Arusha CC,Elerai,Joseph School,Non-Government
194,-3.45472,36.7109652,Arusha,Arusha CC,Moshono,Joshua,Non-Government
195,-3.3673166,36.6897459,Arusha,Arusha CC,Kaloleni,Kaloleni,Government
196,-3.376673,36.7048666,Arusha,Arusha CC,Sekei,Kijenge,Government
197,-3.3683767,36.7045549,Arusha,Arusha CC,Kimandolu,Kimandolu,Government
198,-3.370864,36.71531,Arusha,Arusha CC,Kimandolu,Kimandolu Lutheran,Non-Government
199,-3.4316581,36.6732023,Arusha,Arusha CC,Muriet,King David,Non-Government
200,-3.4487133,36.672925,Arusha,Arusha CC,Muriet,Kisimani,Government
201,-3.3887586,36.716045,Arusha,Arusha CC,Kimandolu,Lady Of Mercy,Non-Government
202,-3.4033093,36.7002712,Arusha,Arusha CC,Lemara,Lemara,Government
203,-3.3674863,36.6813965,Arusha,Arusha CC,Levolosi,Levolosi,Government
204,-3.3656971,36.6738176,Arusha,Arusha CC,Ngarenaro,Lise,Non-Government
205,-3.3882633,36.7133133,Arusha,Arusha CC,Oloirien,Loamo,Non-Government
206,-3.5344623,36.6908775,Arusha,Arusha CC,Muriet,Losiyo,Government
207,-3.4101138,36.6554973,Arusha,Arusha CC,Olasiti,Lucky Vicent,Non-Government
208,-3.3500211,36.6263413,Arusha,Arusha CC,Muriet,Machwa,Non-Government
209,-3.3633511,36.6286782,Arusha,Arusha CC,Olmoti,Magereza,Government
210,-3.3693086,36.6588666,Arusha,Arusha CC,Elerai,Majengo,Non-Government
211,-3.3668437,36.6895808,Arusha,Arusha CC,Kaloleni,Makumbusho,Government
212,-3.3610516,36.680395,Arusha,Arusha CC,Levolosi,Maranatha Mission School,Non-Government
213,-3.3693832,36.676965,Arusha,Arusha CC,Ngarenaro,Maromboso,Non-Government
214,-3.388433,36.655963,Arusha,Arusha CC,Olasiti,Mary Immaculate Complex,Non-Government
215,-3.389619,36.622719,Arusha,Arusha CC,Olmoti,Mateves,Government
216,-3.40918,36.63854,Arusha,Arusha CC,Olasiti,Matonyok,Non-Government
217,-3.5105042,36.7146219,Arusha,Arusha CC,Terrat,Maweni,Government
218,-3.3986519,36.6574591,Arusha,Arusha CC,Olasiti,Mecsons,Non-Government
219,-3.3699479,36.6898233,Arusha,Arusha CC,Kati,Meru,Government
220,-3.376009,36.665363,Arusha,Arusha CC,Elerai,Michael School,Non-Government
221,-3.4739584,36.7050348,Arusha,Arusha CC,Terrat,Mkonoo,Government
222,-3.3845156,36.7113702,Arusha,Arusha CC,Oloirien,Moivoi,Government
223,-3.3908316,36.7306416,Arusha,Arusha CC,Moshono,Moshono,Government
224,-3.4410988,36.7130472,Arusha,Arusha CC,Engutoto,Mount Meru,Non-Government
225,-3.3818533,36.6041454,Arusha,Arusha CC,Olmoti,Mount Sinai,Non-Government
226,-3.4129023,36.657376,Arusha,Arusha CC,Muriet,Muriet,Non-Government
227,-3.4178509,36.6902056,Arusha,Arusha CC,Sokoni I,Muriet Darajani,Government
228,-3.4987193,36.6338192,Arusha,Arusha CC,Olmoti,Murongoine,Government
229,-3.374502,36.70066,Arusha,Arusha CC,Ngarenaro,Mwangaza,Government
230,-3.4958982,36.6811609,Arusha,Arusha CC,Muriet,Nadosoito,Government
231,-3.384808,36.67524,Arusha,Arusha CC,Sokoni I,Nakido,Non-Government
232,-3.447028,36.710923,Arusha,Arusha CC,Engutoto,Nalopa,Non-Government
233,-3.3705596,36.7328033,Arusha,Arusha CC,Baraa,Nariva Hill,Non-Government
234,-3.3626924,36.69574,Arusha,Arusha CC,Sekei,Naura,Government
235,-3.4137887,36.638446,Arusha,Arusha CC,Olasiti,Nejola,Non-Government
236,-3.4059949,36.652575,Arusha,Arusha CC,Olasiti,New Precious,Non-Government
237,-3.4243133,36.6866971,Arusha,Arusha CC,Sinoni,New Wisdom,Non-Government
238,-3.3735816,36.6773513,Arusha,Arusha CC,Ngarenaro,Ngarenaro,Government
239,-3.423265,36.707683,Arusha,Arusha CC,Engutoto,Njiro Hill,Government
240,-3.425423,36.702165,Arusha,Arusha CC,Lemara,Notre Dame,Non-Government
241,-3.4739583,36.7050349,Arusha,Arusha CC,Terrat,Nyahiri Memorial,Non-Government
242,-3.4137888,36.638447,Arusha,Arusha CC,Olasiti,Olasiti,Government
243,-3.4455956,36.7083595,Arusha,Arusha CC,Moshono,Olkereyan,Government
244,-3.3885404,36.7117286,Arusha,Arusha CC,Oloirien,Oloirien,Government
245,-3.39012,36.6677933,Arusha,Arusha CC,Osunyai Jr,Osunyai,Government
246,-3.4040983,36.6779233,Arusha,Arusha CC,Sokoni I,Parents,Non-Government
247,-3.407002,36.6603,Arusha,Arusha CC,Olasiti,Patmos Islands,Non-Government
248,-3.3310877,36.6120352,Arusha,Arusha CC,Engutoto,Peace,Non-Government
249,-3.3942766,36.6767066,Arusha,Arusha CC,Baraa,Pison,Non-Government
250,-3.382638,36.696001,Arusha,Arusha CC,Sekei,Prime,Non-Government
251,-3.4034393,36.6948795,Arusha,Arusha CC,Lemara,Renea,Non-Government
252,-3.3940732,36.6843222,Arusha,Arusha CC,Sinoni,Royal,Non-Government
253,-3.4052955,36.6686583,Arusha,Arusha CC,Sokoni I,Royal Vision,Non-Government
254,-3.3801921,36.674359,Arusha,Arusha CC,Unga Ltd,Salei,Government
255,-3.3627379,36.695889,Arusha,Arusha CC,Sekei,Sanawari,Government
256,-3.43765,36.70437,Arusha,Arusha CC,Lemara,Shalom,Non-Government
257,-3.401825,36.7592651,Arusha,Arusha CC,Moivaro,Shangarao,Government
258,-3.367207,36.721578,Arusha,Arusha CC,Moivaro,Shepherds Junior,Non-Government
259,-3.395134,36.67758,Arusha,Arusha CC,Sokoni I,Shinda Basic,Non-Government
260,-3.3938505,36.6820367,Arusha,Arusha CC,Sinoni,Sinon,Government
261,-3.4239797,36.6672372,Arusha,Arusha CC,Muriet,Sojema,Non-Government
262,-3.401735,36.6681033,Arusha,Arusha CC,Sokoni I,Sokoni I,Government
263,-3.3900111,36.6665666,Arusha,Arusha CC,Sombetini,Sombetini,Government
264,-3.3930458,36.7252308,Arusha,Arusha CC,Oloirien,St. Andrew'S School,Non-Government
265,-3.4246304,36.6617959,Arusha,Arusha CC,Muriet,St. Arnold Jansen,Non-Government
266,-3.3700612,36.6025201,Arusha,Arusha CC,Olmoti,St. Gemma Galgan,Non-Government
267,-3.4150928,36.7049892,Arusha,Arusha CC,Lemara,St. Maria Goretti,Non-Government
268,-3.4027233,36.742145,Arusha,Arusha CC,Moshono,St. Monica,Non-Government
269,-3.3920172,36.7400327,Arusha,Arusha CC,Moivaro,St.Jude,Non-Government
270,-3.368465,36.6648771,Arusha,Arusha CC,Elerai,St.Thadeus,Non-Government
271,-3.3771112,36.7376696,Arusha,Arusha CC,Moshono,St.Thomas,Non-Government
272,-3.3746393,36.7602326,Arusha,Arusha CC,Moivaro,Star Light,Non-Government
273,-3.3853076,36.7201073,Arusha,Arusha CC,Kimandolu,Suye,Government
274,-3.3655453,36.6750912,Arusha,Arusha CC,Ngarenaro,Swifts,Non-Government
275,-3.41558,36.70428,Arusha,Arusha CC,Lemara,Tanganyika,Non-Government
276,-3.3566666,36.71485,Arusha,Arusha CC,Sokoni I,Teresa Nuzzo,Non-Government
277,-3.4557769,36.6526513,Arusha,Arusha CC,Muriet,Terrat,Government
278,-3.3756211,36.7598955,Arusha,Arusha CC,Moshono,Testmony,Non-Government
279,-3.3807836,36.6891492,Arusha,Arusha CC,Themi,Themi,Government
280,-3.4196,36.7079,Arusha,Arusha CC,Engutoto,Tuishime,Non-Government
281,-3.67584,36.69908,Arusha,Arusha CC,Kati,Uhuru,Government
282,-3.3702688,36.7375,Arusha,Arusha CC,Baraa,Uhuru Peak,Non-Government
283,-3.3921756,36.6844638,Arusha,Arusha CC,Sinoni,Ukombozi,Government
284,-3.3796601,36.6744812,Arusha,Arusha CC,Unga Ltd,Unga Ltd,Government
285,-3.3686452,36.675275,Arusha,Arusha CC,Ngarenaro,Unity School,Non-Government
286,-3.3720349,36.5989967,Arusha,Arusha CC,Olmoti,Upendo Friends,Non-Government
287,-3.3869135,36.7273423,Arusha,Arusha CC,Moshono,Wema,Government
288,-3.335606,35.764059,Arusha,Karatu,Rhotia,African Galleria,Government
289,-3.28761,35.73331,Arusha,Karatu,Rhotia,Akko,Government
290,-3.5228316,35.3446233,Arusha,Karatu,Mang'ola,Antsa,Government
291,-3.3257735,35.7061744,Arusha,Karatu,Ganako,Askofu Hhando,Government
292,-3.3160236,35.7828123,Arusha,Karatu,Rhotia,Aslin,Government
293,-3.41388,35.67214,Arusha,Karatu,Qurus,Aslin Gongali,Government
294,-3.317702,35.690452,Arusha,Karatu,Ganako,Ayalabe,Government
295,-3.657525,35.6475333,Arusha,Karatu,Buger,Ayalaliyo,Government
296,-3.3333333,35.4444444,Arusha,Karatu,Rhotia,Ayatsere,Government
297,-3.6742049,35.5685333,Arusha,Karatu,Kansay,Barakta,Government
298,-3.3605848,35.6019046,Arusha,Karatu,Endamarariek,Baray Khusumay,Government
299,-3.3610566,35.6340316,Arusha,Karatu,Qurus,Bashay,Government
300,-3.442552,35.671485,Arusha,Karatu,Endamarariek,Basodawish,Government
301,-3.1934,35.3908,Arusha,Karatu,Ganako,Black Rhino Academy,Non-Government
302,-3.222795,35.876697,Arusha,Karatu,Mbulumbulu,Bonde La Faru,Government
303,-3.6404247,35.6531339,Arusha,Karatu,Buger,Buger,Government
304,-3.2035196,35.4030078,Arusha,Karatu,Karatu,Bwawani,Government
305,-3.3454532,35.6731683,Arusha,Karatu,Karatu,Catherine,Non-Government
306,-3.3850433,35.5777433,Arusha,Karatu,Daa,Changarawe,Government
307,-3.3470399,35.6151801,Arusha,Karatu,Karatu,Charm Modern,Non-Government
308,-3.3887712,35.7651712,Arusha,Karatu,Rhotia,Chemchem,Government
309,-3.469974,35.6782083,Arusha,Karatu,Karatu,Costigan,Non-Government
310,-3.4031878,35.9119987,Arusha,Karatu,Mbulumbulu,Dirangw,Government
311,-3.586457,35.314628,Arusha,Karatu,Baray,Dumbechand,Government
312,-3.5194717,35.6608983,Arusha,Karatu,Endamarariek,Duuma,Government
313,-3.586628,35.603035,Arusha,Karatu,Endabash,Endabash,Government
314,-3.5718799,35.611722,Arusha,Karatu,Endabash,Endabash Laja,Government
315,-3.562472,35.616441,Arusha,Karatu,Endabash,Endabash Mangisa,Government
316,-3.6494883,35.5850033,Arusha,Karatu,Kansay,Endagesh,Government
317,-3.4599077,35.7383688,Arusha,Karatu,Endamarariek,Endallah,Government
318,-3.5056047,35.3653696,Arusha,Karatu,Endamaghang,Endamaghang,Government
319,-3.5014567,35.6707933,Arusha,Karatu,Endamarariek,Endamarariek,Government
320,-3.3544275,35.6057739,Arusha,Karatu,Daa,Endashangwet,Government
321,-3.7911399,35.9385966,Arusha,Karatu,Baray,Endesh,Government
322,-3.387446,35.758772,Arusha,Karatu,Buger,Endonyawet,Government
323,-3.3355454,35.4039434,Arusha,Karatu,Karatu,Endoro,Government
324,-3.523455,35.30069,Arusha,Karatu,Mang'ola,Eyasi,Government
325,-3.6269319,35.6518928,Arusha,Karatu,Buger,Gamdi,Government
326,-3.324141,35.60462911,Arusha,Karatu,Ganako,Ganako,Government
327,-3.6319733,35.6047266,Arusha,Karatu,Kansay,Geer,Government
328,-3.397935,35.6898116,Arusha,Karatu,Qurus,Gendaa,Government
329,-3.5193351,35.7113572,Arusha,Karatu,Endamarariek,Getamock,Government
330,-3.7267383,35.0904083,Arusha,Karatu,Baray,Gidamilanda,Government
