,Latitude,Longitude,Region,Council,Ward,SchoolName,Ownership
1319,-6.8066195,39.1714008,Dar Es Salaam,Ubungo MC,Kimara,St. Magreth,Non-Government
1320,-6.7991399,39.0863183,Dar Es Salaam,Ubungo MC,Kwembe,St.Felista,Non-Government
1321,-6.7730405,39.1041125,Dar Es Salaam,Ubungo MC,Mbezi,Stars,Non-Government
1322,-6.7471938,39.1324164,Dar Es Salaam,Ubungo MC,Goba,Tegeta 'A',Government
1323,-6.8074956,39.1314102,Dar Es Salaam,Ubungo MC,Msigani,Temboni,Government
1324,-6.8126924,39.1698401,Dar Es Salaam,Ubungo MC,Kimara,Top Layer,Non-Government
1325,-6.7871917,39.100725,Dar Es Salaam,Ubungo MC,Mbezi,Topstar,Non-Government
1326,-6.7714308,39.0965142,Dar Es Salaam,Ubungo MC,Mbezi,Totera,Non-Government
1327,-6.8002267,39.2053017,Dar Es Salaam,Ubungo MC,Makuburi,Ubungo Kisiwani,Government
1328,-6.790513,39.217631,Dar Es Salaam,Ubungo MC,Ubungo,Ubungo Nh,Government
1329,-6.7927841,39.2149409,Dar Es Salaam,Ubungo MC,Ubungo,Ubungo Plaza,Government
1330,-6.7963614,39.2284336,Dar Es Salaam,Ubungo MC,Manzese,Ukombozi,Government
1331,-6.815025,39.228047,Dar Es Salaam,Ubungo MC,Mabibo,Umoja,Government
1332,-6.7824699,39.117947,Dar Es Salaam,Ubungo MC,Mbezi,Upendo,Government
1333,-6.791375,39.2162831,Dar Es Salaam,Ubungo MC,Ubungo,Urafiki,Government
1334,-6.7910134,39.2297926,Dar Es Salaam,Ubungo MC,Manzese,Uzuri,Government
1335,-6.7972755,39.1662344,Dar Es Salaam,Ubungo MC,Kimara,Veritas,Non-Government
1336,-6.8054755,39.13404227,Dar Es Salaam,Ubungo MC,Msigani,World Kid'S,Non-Government
1337,-5.7330336,35.7242007,Dodoma,Bahi,Babayu,Asanje,Government
1338,-5.6359289,35.7034598,Dodoma,Bahi,Babayu,Babayu,Government
1339,-6.0409247,35.3512609,Dodoma,Bahi,Mpamantwa,Bahi Makulu,Government
1340,-5.9493606,35.3207037,Dodoma,Bahi,Bahi,Bahi Misheni,Government
1341,-5.9654069,35.3193067,Dodoma,Bahi,Bahi,Bahi Sokoni,Government
1342,-6.2478989,35.2361449,Dodoma,Bahi,Chali,Chali Isanga,Government
1343,-6.26241622,35.2508829,Dodoma,Bahi,Chali,Chali Makulu,Government
1344,-5.969657,35.6845515,Dodoma,Bahi,Mundemu,Chibaya,Government
1345,-6.4005147,35.7063469,Dodoma,Bahi,Chibelela,Chibelela,Government
1346,-5.750483807,35.29794881,Dodoma,Bahi,Makanda,Chidete,Government
1347,-6.3613984,35.4516671,Dodoma,Bahi,Mpalanga,Chidilo,Government
1348,-6.552641971,35.27561655,Dodoma,Bahi,Chifutuka,Chifutuka,Government
1349,-6.31971054,35.43710349,Dodoma,Bahi,Chipanga,Chiguluka,Government
1350,-6.1608896,35.4311447,Dodoma,Bahi,Chikola,Chikola,Government
1351,-6.3142192,35.3040931,Dodoma,Bahi,Chali,Chikopelo,Government
1352,-6.3481318,35.3292354,Dodoma,Bahi,Chali,Chikopelobwawani,Government
1353,-5.9485777,35.6665621,Dodoma,Bahi,Mundemu,Chilungulu,Government
1354,-6.1125623,35.3953689,Dodoma,Bahi,Chikola,Chimendeli,Government
1355,-6.2353629,35.344674,Dodoma,Bahi,Chipanga,Chipanga A,Government
1356,-6.2318107,35.3593234,Dodoma,Bahi,Chipanga,Chipanga B,Government
1357,-6.1384277,35.3819162,Dodoma,Bahi,Chikola,Chitalalo,Government
1358,-5.7511169,35.4420589,Dodoma,Bahi,Makanda,Chonde,Government
1359,-6.0023534,35.4312064,Dodoma,Bahi,Ibihwa,Ibihwa,Government
1360,-6.42226798,35.55786875,Dodoma,Bahi,Ibugule,Ibugule,Government
1361,-5.9469912,35.5403243,Dodoma,Bahi,Ilindi,Ilindi,Government
1362,-6.3756319,35.6662284,Dodoma,Bahi,Chibelela,Isangha,Government
1363,-6.552641971,35.27561655,Dodoma,Bahi,Chifutuka,Iwumba,Government
1364,-6.0984796,35.5044425,Dodoma,Bahi,Kigwe,Kichangani,Government
1365,-6.085329,35.48379,Dodoma,Bahi,Kigwe,Kigwe,Government
1366,-6.0860602,35.4836155,Dodoma,Bahi,Kigwe,Kigwe Viziwi,Government
1367,-5.8642196,35.6955358,Dodoma,Bahi,Msisi,Kisima Cha Ndege,Government
1368,-5.6457568,35.6069557,Dodoma,Bahi,Babayu,Kongogo,Government
1369,-6.4369461,35.6064393,Dodoma,Bahi,Mtitaa,Kusila,Government
1370,-5.7994059,35.4859151,Dodoma,Bahi,Lamaiti,Lamaiti,Government
1371,-5.7285909,35.5015455,Dodoma,Bahi,Lamaiti,Lukali,Government
1372,-6.4953955,35.3712715,Dodoma,Bahi,Chifutuka,Magaga,Government
1373,-5.7351146,35.3713943,Dodoma,Bahi,Makanda,Makanda,Government
1374,-6.3367804,35.5571415,Dodoma,Bahi,Ibugule,Mapanga,Government
1375,-6.0805796,35.4667991,Dodoma,Bahi,Kigwe,Mapinduzi,Government
1376,-5.7913693,35.79958501,Dodoma,Bahi,Zanka,Mayamaya,Government
1377,-5.8183902,34.6540777,Dodoma,Bahi,Msisi,Mchito,Government
1378,-5.567557,35.6480547,Dodoma,Bahi,Babayu,Mgondo,Government
1379,-5.8840296,35.5279149,Dodoma,Bahi,Ilindi,Mindola,Government
1380,-5.8962089,35.366893,Dodoma,Bahi,Mpamantwa,Mkakatika,Government
1381,-5.79071677,35.9260447,Dodoma,Bahi,Zanka,Mkondai,Government
1382,-5.9077269,35.4414633,Dodoma,Bahi,Ibihwa,Mnkola,Government
1383,-6.3151772,35.5989667,Dodoma,Bahi,Mpalanga,Mpalanga,Government
1384,-5.966300619,35.38554673,Dodoma,Bahi,Mpamantwa,Mpamantwa,Government
1385,-6.627927,35.6916906,Dodoma,Bahi,Mwitikira,Mphangwe,Government
1386,-6.156347,35.4966466,Dodoma,Bahi,Mpinga,Mpinga,Government
1387,-5.838458,35.6221337,Dodoma,Bahi,Msisi,Msisi,Government
1388,-6.4340469,35.5820867,Dodoma,Bahi,Mtitaa,Mtitaa,Government
1389,-5.9298773,35.6838161,Dodoma,Bahi,Mundemu,Mundemu,Government
1390,-6.516716,35.6562786,Dodoma,Bahi,Mwitikira,Mwitikira,Government
1391,-6.2032508,35.5317916,Dodoma,Bahi,Mpinga,Mzogole,Government
1392,-6.9756147,35.2405812,Dodoma,Bahi,Bahi,Nagulo Bahi,Government
1393,-5.9968162,35.4362284,Dodoma,Bahi,Ibihwa,Nghombolola,Government
1394,-6.1279999,35.4340164,Dodoma,Bahi,Chikola,Nghulugano,Government
1395,-5.9259165,35.6041576,Dodoma,Bahi,Mundemu,Nguji,Government
1396,-6.2871713,35.5112518,Dodoma,Bahi,Mpalanga,Nholi,Government
1397,-6.4645264,35.5414657,Dodoma,Bahi,Mtitaa,Nhyinila,Government
1398,-6.3600088,35.5498366,Dodoma,Bahi,Ibugule,Nkhome,Government
1399,-6.4248073,35.3361854,Dodoma,Bahi,Nondwa,Nondwa,Government
1400,-5.9475507,35.3586951,Dodoma,Bahi,Bahi,Sanduli,Government
1401,-6.414139,35.7013106,Dodoma,Bahi,Chibelela,Sokoine,Government
1402,-6.29026433,35.3443596,Dodoma,Bahi,Chipanga,Sulungai,Government
1403,-5.7636346,35.6253402,Dodoma,Bahi,Msisi,Tinai,Government
1404,-5.9032761,35.2753972,Dodoma,Bahi,Bahi,Uhelela,Government
1405,-5.8439191,35.762306,Dodoma,Bahi,Zanka,Zanka,Government
1406,-6.408089,35.3906616,Dodoma,Bahi,Nondwa,Zejele,Government
1407,-6.2432425,36.2267148,Dodoma,Chamwino,Ikowa,Amani,Government
1408,-6.2044965,36.217167,Dodoma,Chamwino,Manchali,Azimio,Government
1409,-6.1398623,36.0257815,Dodoma,Chamwino,Buigiri,Buigiri Blind,Government
1410,-6.1415916,36.0214818,Dodoma,Chamwino,Buigiri,Buigiri Misheni,Government
1411,-6.6447013,36.2278789,Dodoma,Chamwino,Manchali,Chalinze,Government
1412,-6.3629759,35.8461194,Dodoma,Chamwino,Mvumi makulu,Chalula,Government
1413,-6.9617964,35.8740718,Dodoma,Chamwino,Chiboli,Champumba,Government
1414,-6.1068606,36.0412701,Dodoma,Chamwino,Chamwino,Chamwino,Government
1415,-6.3395888,36.0468045,Dodoma,Chamwino,Handali,Chanhumba,Government
1416,-5.5714696,35.8452896,Dodoma,Chamwino,Haneti,Chenene,Government
1417,-6.8580169,35.8178718,Dodoma,Chamwino,Chiboli,Chiboli,Government
1418,-6.1515756,36.1930264,Dodoma,Chamwino,Manchali,Chibulunje,Government
1419,-5.5737045,36.1324698,Dodoma,Chamwino,Segala,Chichinka,Government
1420,-6.5729086,35.51788707,Dodoma,Chamwino,Huzi,Chifukulo,Government
1421,-6.7106874,35.6060471,Dodoma,Chamwino,Mpwayungu,Chilanjililo,Government
1422,-6.0453193,36.1364351,Dodoma,Chamwino,Chilonwa,Chilonwa,Government
1423,-6.1023205,36.18472,Dodoma,Chamwino,Majeleko,Chinangali - I,Government
1424,-6.1476776,36.0843684,Dodoma,Chamwino,Buigiri,Chinangali-Ii,Government
1425,-6.4290095,36.1159999,Dodoma,Chamwino,Nghaheleze,Chinoje,Government
1426,-6.8986082,35.3912964,Dodoma,Chamwino,Chinugulu,Chinugulu,Government
1427,-5.6151971,36.0160357,Dodoma,Chamwino,Itiso,Chisolo,Government
1428,-6.4775476,35.9372967,Dodoma,Chamwino,Iringa mvumi,Chita,Government
1429,-5.8683096,36.1963831,Dodoma,Chamwino,Membe,Chitabuli,Government
1430,-6.44155701,35.8374034,Dodoma,Chamwino,Makang'wa,Chiwona,Government
1431,-5.7249116,36.2303573,Dodoma,Chamwino,Dabalo,Chiwondo,Government
1432,-5.8039432,36.1180487,Dodoma,Chamwino,Dabalo,Dabalo,Government
1433,-6.6860181,35.9640642,Dodoma,Chamwino,Fufu,Fufu,Government
1434,-5.4496216,36.0371558,Dodoma,Chamwino,Zajilwa,Gwandi,Government
1435,-6.3364619,36.0001388,Dodoma,Chamwino,Handali,Handali,Government
1436,-5.4812928,35.8486201,Dodoma,Chamwino,Haneti,Haneti,Government
1437,-5.5388834,35.7246007,Dodoma,Chamwino,Haneti,Humekwa,Government
1438,-6.6527898,35.4881367,Dodoma,Chamwino,Huzi,Huzi,Government
1439,-6.1007712,36.0409762,Dodoma,Chamwino,Idifu,Idifu,Government
1440,-5.7963746,36.1260971,Dodoma,Chamwino,Dabalo,Igamba,Government
1441,-6.1071768,36.0410243,Dodoma,Chamwino,Igandu,Igandu,Government
1442,-6.8902703,35.9476909,Dodoma,Chamwino,Loje,Igunguli,Government
1443,-5.7253764,36.0827702,Dodoma,Chamwino,Itiso,Ikombo,Government
1444,-6.4825926,35.9570628,Dodoma,Chamwino,Ikombolinga,Ikombolinga,Government
1445,-6.233372,36.1646695,Dodoma,Chamwino,Ikowa,Ikowa,Government
1446,-6.8684075,35.1399793,Dodoma,Chamwino,Manda,Ilangali,Government
1447,-6.6913389,35.8879301,Dodoma,Chamwino,Manzase,Ilewelo,Government
1448,-6.3453263,35.9151388,Dodoma,Chamwino,Muungano,Ilolo,Government
1449,-6.4813433,35.9166234,Dodoma,Chamwino,Iringa mvumi,Iringa Mvumi,Government
1450,-5.6343365,36.0287571,Dodoma,Chamwino,Itiso,Itiso,Government
1451,-5.5597154,36.2611024,Dodoma,Chamwino,Segala,Izava,Government
1452,-6.5931471,35.9313229,Dodoma,Chamwino,Manzase,Jitegemee,Government
1453,-6.1254421,36.6951766,Dodoma,Chamwino,Manchali,Juhudi,Government
1454,-6.493326,35.8384478,Dodoma,Chamwino,Mlowa Barabarani,Kalembo,Government
1455,-6.7553472,35.6681881,Dodoma,Chamwino,Mpwayungu,Kalenga,Government
1456,-6.0900555,36.0375549,Dodoma,Chamwino,Chamwino,Kambarage,Government
1457,-5.9743582,36.0476148,Dodoma,Chamwino,Msanga,Kawawa,Government
1458,-5.4491114,36.2539257,Dodoma,Chamwino,Segala,Kimeji,Government
1459,-5.4678471,35.9130489,Dodoma,Chamwino,Haneti,Kwahemu,Government
1460,-6.8629724,36.009035,Dodoma,Chamwino,Loje,Loje,Government
1461,-6.3130067,35.8491531,Dodoma,Chamwino,Muungano,Lowasa,Government
1462,-6.1372559,36.1584999,Dodoma,Chamwino,Manchali,Lusinde,Government
1463,-6.7657269,35.1289463,Dodoma,Chamwino,Manda,Mafurungu,Government
1464,-5.5300363,36.0745901,Dodoma,Chamwino,Zajilwa,Magungu,Government
1465,-6.0459291,36.115966,Dodoma,Chamwino,Chilonwa,Mahama,Government
1466,-6.1098817,36.1623277,Dodoma,Chamwino,Majeleko,Mahata,Government
1467,-6.0852447,36.1886307,Dodoma,Chamwino,Majeleko,Majeleko,Government
1468,-6.5406697,35.9666261,Dodoma,Chamwino,Ikombolinga,Majengo Mapya,Government
1469,-6.4225037,35.8704309,Dodoma,Chamwino,Makang'wa,Makang'Wa,Government
1470,-6.2062991,36.1385343,Dodoma,Chamwino,Ikowa,Makoja,Government
1471,-5.6150913,36.1827257,Dodoma,Chamwino,Segala,Malecela,Government
1472,-6.1454067,36.1798337,Dodoma,Chamwino,Manchali,Manchali,Government
1473,-6.7762645,35.2948503,Dodoma,Chamwino,Manda,Manda,Government
1474,-5.6964442,36.17457,Dodoma,Chamwino,Dabalo,Manyemba,Government
1475,-6.6077044,35.9304768,Dodoma,Chamwino,Manzase,Manzase,Government
1476,-6.085045,36.1897577,Dodoma,Chamwino,Majeleko,Manzilanzi,Government
1477,-5.9865285,36.1959443,Dodoma,Chamwino,Chilonwa,Mapinduzi,Government
1478,-5.97211,36.084878,Dodoma,Chamwino,Msanga,Matembe,Government
1479,-6.4447388,35.8749836,Dodoma,Chamwino,Makang'wa,Mazengo,Government
1480,-5.8899418,36.1731379,Dodoma,Chamwino,Membe,Membe,Government
1481,-6.2794157,36.1118511,Dodoma,Chamwino,Msamalo,Mgunga,Government
1482,-6.4294605,36.0415473,Dodoma,Chamwino,Idifu,Miganga,Government
1483,-6.1028971,36.0530339,Dodoma,Chamwino,Chamwino,Mkapa,Government
1484,-7.0295297,35.7169116,Dodoma,Chamwino,Nghambaku,Mlazo,Government
1485,-6.2290136,36.0743708,Dodoma,Chamwino,Msamalo,Mlebe,Government
1486,-5.9568703,36.2354299,Dodoma,Chamwino,Membe,Mlimwa,Government
1487,-6.56558825,35.86429251,Dodoma,Chamwino,Mlowa Barabarani,Mloda,Government
1488,-6.528577,35.853982,Dodoma,Chamwino,Mlowa Barabarani,Mlowa Barabarani,Government
1489,-6.5985619,35.8190601,Dodoma,Chamwino,Mlowa bwawani,Mlowa Bwawani,Government
1490,-6.2606667,36.0628303,Dodoma,Chamwino,Msamalo,Mnase,Government
1491,-6.8277471,35.3752736,Dodoma,Chamwino,Chinugulu,Mondomela,Government
1492,-6.711293,35.593377,Dodoma,Chamwino,Mpwayungu,Mpwayungu,Government
1493,-6.1071004,36.0499533,Dodoma,Chamwino,Msamalo,Msamalo,Government
1494,-6.1071573,36.0411386,Dodoma,Chamwino,Msanga,Msanga,Government
1495,-6.0448853,36.00636797,Dodoma,Chamwino,Msanga,Msanga B,Government
1496,-6.4119817,35.9796214,Dodoma,Chamwino,Idifu,Mugu,Government
1497,-6.1768698,35.7527397,Dodoma,Chamwino,Huzi,Muheme,Government
1498,-6.31146125,35.87794538,Dodoma,Chamwino,Muungano,Muungano,Government
1499,-6.3885018,35.9057829,Dodoma,Chamwino,Mvumi misheni,Mvumi,Government
1500,-6.3453832,35.8484502,Dodoma,Chamwino,Mvumi makulu,Mvumi Makulu,Government
1501,-6.38329418,35.8980302,Dodoma,Chamwino,Mvumi misheni,Mvumi Misheni,Government
1502,-5.5181542,35.9127239,Dodoma,Chamwino,Haneti,Mwiyendaje,Government
1503,-6.29754207,35.89691489,Dodoma,Chamwino,Muungano,Mzula,Government
1504,-6.5983058,35.6219261,Dodoma,Chamwino,Mpwayungu,Nagulo Mwitikira,Government
1505,-5.7904772,36.080294,Dodoma,Chamwino,Dabalo,Nayu,Government
1506,-6.3604664,35.9788201,Dodoma,Chamwino,Mvumi misheni,Ndebwe,Government
1507,-6.9036075,35.6413718,Dodoma,Chamwino,Nghambaku,Ndogowe,Government
1508,-6.3803885,36.0731079,Dodoma,Chamwino,Nghaheleze,Nghahelezi,Government
1509,-6.8569288,35.6301852,Dodoma,Chamwino,Nghambaku,Nghambaku,Government
1510,-6.5825562,35.7466358,Dodoma,Chamwino,Nhinhi,Nhinhi,Government
1511,-6.4775178,36.7443945,Dodoma,Chamwino,Nhinhi,Nkwenda,Government
1512,-6.6094329,35.8258901,Dodoma,Chamwino,Mlowa bwawani,Nyamalela,Government
1513,-6.2927752,36.185153,Dodoma,Chamwino,Msamalo,Nyamigoha,Government
1514,-6.4046379,35.9097857,Dodoma,Chamwino,Mvumi misheni,Nyerere,Government
1515,-6.03961075,36.14529468,Dodoma,Chamwino,Chilonwa,Nzali,Government
1516,-6.0694855,36.0305559,Dodoma,Chamwino,Msanga,Poly,Non-Government
1517,-6.2031035,35.514613,Dodoma,Chamwino,Mvumi makulu,Prince Of Peace,Non-Government
1518,-6.6913385,35.8879292,Dodoma,Chamwino,Manzase,Sasajila,Government
1519,-5.5731638,36.1614484,Dodoma,Chamwino,Segala,Segala,Government
1520,-5.6359444,35.0130609,Dodoma,Chamwino,Itiso,Solowu,Government
1521,-6.7492755,35.929567,Dodoma,Chamwino,Fufu,Suli,Government
1522,-6.1070932,36.0409923,Dodoma,Chamwino,Buigiri,Uguzi,Government
1523,-5.4831717,36.2241919,Dodoma,Chamwino,Segala,Umoja,Government
1524,-6.8829436,35.9820177,Dodoma,Chamwino,Loje,Uwanja Wa Ndege,Government
1525,-6.666274,35.7640615,Dodoma,Chamwino,Mlowa bwawani,Wiliko,Government
1526,-6.12875328,36.22755141,Dodoma,Chamwino,Manchali,Wilunze,Government
1527,-5.4840705,36.0980379,Dodoma,Chamwino,Zajilwa,Zajilwa,Government
1528,-5.008551,35.9372071,Dodoma,Chemba,Mondo,Araa,Government
1529,-5.2376801,35.2369018,Dodoma,Chemba,Ovada,Baaba,Government
1530,-5.6198898,35.6944332,Dodoma,Chemba,Babayu,Babayu,Government
1531,-5.2734933,35.4936884,Dodoma,Chemba,Kwamtoro,Banguma,Government
1532,-5.4402418,35.1699654,Dodoma,Chemba,Sanzawa,Birise,Government
1533,-5.30777055,35.55073104,Dodoma,Chemba,Farkwa,Bubutole,Government
1534,-5.4669757,35.5470175,Dodoma,Chemba,Farkwa,Bugenika,Government
1535,-5.2507657,35.9198001,Dodoma,Chemba,Chemba,Chambalo,Government
1536,-5.1469583,36.1685731,Dodoma,Chemba,Chandama,Chandama,Government
1537,-5.3832025,36.2772042,Dodoma,Chemba,Msaada,Changamka,Government
1538,-5.2392094,36.1617652,Dodoma,Chemba,Soya,Chang'Ombe,Government
1539,-5.5925799,35.5567844,Dodoma,Chemba,Babayu,Chase,Government
1540,-5.0892198,35.8931404,Dodoma,Chemba,Paranga,Cheku,Government
1541,-5.23345021,35.8915812,Dodoma,Chemba,Chemba,Chemba,Government
1542,-5.0357025,36.2400169,Dodoma,Chemba,Jangalo,Chemka,Government
1543,-5.6368218,35.4939291,Dodoma,Chemba,Babayu,Chinyika,Government
1544,-5.1181531,36.0842091,Dodoma,Chemba,Songolo,Chioli,Government
1545,-5.32110364,36.08857068,Dodoma,Chemba,Kimaha,Chukuruma,Government
1546,-5.0146034,36.1289463,Dodoma,Chemba,Churuku,Churuku,Government
1547,-5.0120324,35.9668434,Dodoma,Chemba,Dalai,Dalai,Government
1548,-5.3015729,35.3722355,Dodoma,Chemba,Sanzawa,Dedu,Government
1549,-5.2000425,35.2974303,Dodoma,Chemba,Ovada,Dinae,Government
1550,-5.449789,35.6266751,Dodoma,Chemba,Farkwa,Donsee,Government
1551,-5.1833811,35.3597391,Dodoma,Chemba,Lalta,Doyo,Government
1552,-5.4173926,35.6025193,Dodoma,Chemba,Farkwa,Farkwa,Government
1553,-5.2337137,35.8919452,Dodoma,Chemba,Goima,Goima,Government
1554,-5.4211655,35.4652695,Dodoma,Chemba,Farkwa,Gonga,Government
1555,-5.242938,35.8905486,Dodoma,Chemba,Gwandi,Gwandi,Government
1556,-5.0524475,36.1139681,Dodoma,Chemba,Songolo,Hamai,Government
1557,-5.6499214,35.404172,Dodoma,Chemba,Mpendo,Hamia,Government
1558,-4.9569453,35.3227121,Dodoma,Chemba,Lahoda,Handa,Government
1559,-5.4894025,35.7068302,Dodoma,Chemba,Tumbakose,Hawelo,Government
1560,-5.5286793,35.7034705,Dodoma,Chemba,Tumbakose,Humekwa,Government
1561,-5.0506709,36.0271793,Dodoma,Chemba,Goima,Igunga,Government
1562,-5.11433315,35.78659626,Dodoma,Chemba,Paranga,Isini,Government
1563,-5.2402278,36.26629246,Dodoma,Chemba,Mrijo,Isusumya,Government
1564,-5.0332185,36.2345007,Dodoma,Chemba,Jangalo,Itolwa,Government
1565,-5.009489,35.9394814,Dodoma,Chemba,Jangalo,Jangalo,Government
1566,-5.0085508,35.9372068,Dodoma,Chemba,Goima,Jenjeluse,Government
1567,-4.9143636,35.7882601,Dodoma,Chemba,Churuku,Jinjo,Government
1568,-5.2137651,35.1634321,Dodoma,Chemba,Ovada,Jogolo,Government
1569,-5.3064634,35.8840282,Dodoma,Chemba,Chemba,Kambi Ya Nyasa,Government
1570,-5.1133824,35.8203451,Dodoma,Chemba,Paranga,Kelema Balai,Government
1571,-5.072392,35.885688,Dodoma,Chemba,Dalai,Kelema Maziwani,Government
1572,-5.4819971,35.6371592,Dodoma,Chemba,Makorongo,Khubunko,Government
1573,-5.40987905,35.85244815,Dodoma,Chemba,Kidoka,Kidoka,Government
1574,-5.1821402,35.2401549,Dodoma,Chemba,Ovada,Kilimba,Government
1575,-4.9143169,35.7882995,Dodoma,Chemba,Churuku,Kinkima,Government
1576,-5.0992776,35.1509356,Dodoma,Chemba,Kinyamsindo,Kinyamsindo,Government
1577,-5.1128415,35.3894825,Dodoma,Chemba,Lahoda,Kisande,Government
1578,-5.568565,35.2569562,Dodoma,Chemba,Mpendo,Kubi,Government
1579,-5.2476634,35.4012796,Dodoma,Chemba,Kwamtoro,Kurio,Government
1580,-5.3128457,35.4523462,Dodoma,Chemba,Paranga,Kuu,Government
1581,-5.2247578,35.4228387,Dodoma,Chemba,Kwamtoro,Kwamtoro,Government
1582,-5.0832184,35.3591237,Dodoma,Chemba,Lahoda,Lahoda,Government
1583,-5.1703686,35.2935593,Dodoma,Chemba,Lalta,Lalta,Government
1584,-5.3308852,36.2713367,Dodoma,Chemba,Msaada,Machiga,Government
1585,-5.1198153,36.0842093,Dodoma,Chemba,Songolo,Madaha,Government
1586,-5.214806,36.2089113,Dodoma,Chemba,Mrijo,Magasa,Government
1587,-5.52068004,35.3588869,Dodoma,Chemba,Mpendo,Magungu,Government
1588,-5.1107783,35.9056283,Dodoma,Chemba,Goima,Makamaka,Government
1589,-5.4569608,35.6295671,Dodoma,Chemba,Makorongo,Makorongo,Government
1590,-5.137727,35.3063835,Dodoma,Chemba,Lalta,Manantu,Government
1591,-5.1101308,36.1875884,Dodoma,Chemba,Chandama,Mapango,Government
1592,-5.5647783,35.4471966,Dodoma,Chemba,Makorongo,Maziwa,Government
1593,-5.2460381,36.1040927,Dodoma,Chemba,Soya,Mbarada,Government
1594,-5.1366323,35.2069327,Dodoma,Chemba,Kinyamsindo,Mengu,Government
1595,-5.0085501,35.9372063,Dodoma,Chemba,Goima,Mirambo,Government
1596,-5.012377,36.2333817,Dodoma,Chemba,Jangalo,Mlongia,Government
1597,-5.3737967,35.5301908,Dodoma,Chemba,Farkwa,Mombose,Government
1598,-4.9960504,35.9195045,Dodoma,Chemba,Mondo,Mondo,Government
1599,-5.3385844,35.3729064,Dodoma,Chemba,Sanzawa,Motto,Government
1600,-5.6630046,35.3551705,Dodoma,Chemba,Mpendo,Mpendo,Government
1601,-5.1832921,36.2938594,Dodoma,Chemba,Mrijo,Mrijo Chini,Government
1602,-5.1623291,36.2576784,Dodoma,Chemba,Mrijo,Mrijo Juu,Government
1603,-5.3621413,36.2420719,Dodoma,Chemba,Msaada,Msaada,Government
1604,-5.198783,35.400251,Dodoma,Chemba,Kwamtoro,Msera,Government
1605,-4.98315317,36.0479648,Dodoma,Chemba,Dalai,Mtakuja,Government
1606,-5.3651517,36.032257,Dodoma,Chemba,Kidoka,Muungano,Government
1607,-5.3415255,36.1345722,Dodoma,Chemba,Kimaha,Mwaikisabe,Government
1608,-5.22497042,36.16020736,Dodoma,Chemba,Kimaha,Mwailanje,Government
1609,-5.168835,35.4589454,Dodoma,Chemba,Kwamtoro,Ndoroboni,Government
1610,-5.1815285,36.2916814,Dodoma,Chemba,Mrijo,Nkulari,Government
1611,-5.1763881,36.2997064,Dodoma,Chemba,Mrijo,Olboloti,Government
1612,-5.28564225,36.00867946,Dodoma,Chemba,Kidoka,Ombiri,Government
1613,-5.3857248,35.9145982,Dodoma,Chemba,Kidoka,Pangalua,Government
1614,-5.1751224,35.8731015,Dodoma,Chemba,Paranga,Paranga,Government
1615,-5.06168014,35.9838447,Dodoma,Chemba,Dalai,Piho,Government
1616,-5.0537444,37.9161532,Dodoma,Chemba,Mondo,Pongai,Government
1617,-5.3422899,35.7866916,Dodoma,Chemba,Gwandi,Rofati,Government
1618,-5.3880116,35.3210683,Dodoma,Chemba,Sanzawa,Sanzawa,Government
1619,-5.2716424,36.2469875,Dodoma,Chemba,Msaada,Songambele,Government
1620,-5.1198207,36.0842111,Dodoma,Chemba,Songolo,Songolo,Government
1621,-5.07142827,35.85233554,Dodoma,Chemba,Paranga,Sori,Government
1622,-5.21978441,36.16184266,Dodoma,Chemba,Soya,Soya,Government
1623,-5.1534196,35.1419763,Dodoma,Chemba,Kinyamsindo,Takwa,Government
1624,-5.2426284,35.3578721,Dodoma,Chemba,Kwamtoro,Tamka,Government
1625,-4.95478513,36.01588981,Dodoma,Chemba,Dalai,Tandala,Government
1626,-4.9668425,36.0218376,Dodoma,Chemba,Dalai,Tandala B,Government
1627,-5.4105534,35.698273,Dodoma,Chemba,Tumbakose,Tumbakose,Government
1628,-5.01981847,35.8932268,Dodoma,Chemba,Mondo,Waida,Government
1629,-5.0484206,35.2258688,Dodoma,Chemba,Lalta,Wairo,Government
1630,-5.4057259,36.1646769,Dodoma,Chemba,Kimaha,Wisuzaje,Government
1631,-6.1750399,35.7401763,Dodoma,Dodoma CC,Hazina,Amani,Government
1632,-7.0855249,36.42456299,Dodoma,Dodoma CC,Nala,Ben Carson,Non-Government
1633,-6.1717333,35.8672183,Dodoma,Dodoma CC,Ihumwa,Blessed Mabuba,Non-Government
1634,-6.1261667,35.7409467,Dodoma,Dodoma CC,Mnadani,Brother Martin,Non-Government
1635,-6.13516,35.75292,Dodoma,Dodoma CC,Mnadani,Capital,Non-Government
1636,-6.1645183,35.7593533,Dodoma,Dodoma CC,Makole,Chadulu,Government
1637,-6.0676916,35.9793609,Dodoma,Dodoma CC,Chahwa,Chahwa,Government
1638,-6.1638638,35.7380765,Dodoma,Dodoma CC,Chamwino,Chamwino,Government
1639,-6.1625228,35.7396512,Dodoma,Dodoma CC,Chamwino,Chamwino B,Government
1640,-6.1474827,35.7365154,Dodoma,Dodoma CC,Chang'ombe,Chang'Ombe,Government
1641,-6.1381132,35.7356503,Dodoma,Dodoma CC,Chang'ombe,Chang'Ombe B,Government
1642,-6.1427122,35.7217475,Dodoma,Dodoma CC,Nkuhungu,Chemchemi,Non-Government
1643,-6.2087872,35.7176755,Dodoma,Dodoma CC,Mkonze,Chidachi,Government
