"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-06-28",,,"66","H,,S","78",",,S","51",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-06-29",,,"65","H,,S","78",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-06-30",,,"63","H,,S","76",",,S","50",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-01",,,"64","H,,S","74",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-02",,,"67","H,,S","72",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-03",,,"65","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-04",,,"65","H,,S","74",",,S","52",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-05",,,"64","H,,S","77",",,S","52",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-06",,,"63","H,,S","74",",,S","54",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-07",,,"64","H,,S","75",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-08",,,"65","H,,S","73",",,S","57",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-09",,,"66","H,,S","80",",,S","53",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-10",,,"68","H,,S","81",",,S","54",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-11",,,"69","H,,S","79",",,S","57",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-12",,,"64","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-13",,,"63","H,,S","73",",,S","57",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-14",,,"62","H,,S","72",",,S","53",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-15",,,"62","H,,S","75",",,S","51",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-16",,,"64","H,,S","75",",,S","53",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-17",,,"65","H,,S","75",",,S","52",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-18",,,"68","H,,S",,,"60",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-19",,,"67","H,,S","79",",,S","60",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-20",,,"67","H,,S","79",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-21",,,"68","H,,S","78",",,S","55",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-22",,,"69","H,,S","79",",,S","57",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-23",,,"66","H,,S","76",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-24",,,"67","H,,S","80",",,S","57",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-25",,,"68","H,,S","79",",,S","56",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-26",,,"65","H,,S","76",",,S","57",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-27",,,"68","H,,S","76",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-28",,,"67","H,,S","77",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-29",,,"68","H,,S","81",",,S","55",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-30",,,"70","H,,S","83",",,S","53",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-07-31",,,"69","H,,S","79",",,S","55",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-01",,,"69","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-02","0.00",",,S","65","H,,S",,,"60",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-03","0.00",",,S","65","H,,S","74",",,S","56",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-04",,,"66","H,,S","78",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-05",,,"67","H,,S","77",",,S","59",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-06",,,"68","H,,S",,,"61",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-07",,,"66","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-08",,,"66","H,,S",,,"58",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-09",,,"68","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-10",,,"64","H,,S","74",",,S","55",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-11",,,"64","H,,S",,,"53",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-12",,,"65","H,,S","72",",,S","53",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-13",,,"66","H,,S",,,"55",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-14",,,"67","H,,S","76",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-15",,,"68","H,,S","83",",,S","57",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-16",,,"72","H,,S","82",",,S","59",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-17",,,"68","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-18",,,"69","H,,S",,,"57",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-19",,,"70","H,,S",,,"58",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-20",,,"70","H,,S","84",",,S","57",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-21",,,"73","H,,S","86",",,S","58",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-22",,,"73","H,,S","84",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-23",,,"70","H,,S","80",",,S","60",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-24",,,"70","H,,S","83",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-25",,,"68","H,,S","80",",,S","60",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-26",,,"73","H,,S","83",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-27",,,"71","H,,S",,,"62",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-28",,,"70","H,,S","79",",,S","63",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-29",,,"65","H,,S","72",",,S","60",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-30",,,"70","H,,S","81",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-08-31","0.00",",,S","68","H,,S","79",",,S","56",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-01","0.00",",,S","73","H,,S",,,"56",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-02",,,"72","H,,S","82",",,S","63",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-03",,,"72","H,,S","83",",,S","60",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-04",,,"73","H,,S","82",",,S","60",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-05",,,"73","H,,S","84",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-06",,,"73","H,,S","85",",,S","57",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-07",,,"74","H,,S","86",",,S","60",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-08",,,"69","H,,S","82",",,S","60",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-09",,,"73","H,,S","83",",,S","61",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-10",,,"75","H,,S","83",",,S","63",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-11",,,"74","H,,S",,,"60",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-12",,,"72","H,,S","83",",,S","62",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-13",,,"71","H,,S","78",",,S","62",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-14",,,"70","H,,S","81",",,S","60",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-15",,,"71","H,,S","80",",,S","59",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-16",,,"73","H,,S","84",",,S","58",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-17",,,"73","H,,S","85",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-18",,,"75","H,,S","85",",,S","64",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-19",,,"75","H,,S",,,"63",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-20",,,"73","H,,S","86",",,S","61",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-21",,,"73","H,,S","83",",,S","64",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-22",,,"77","H,,S","85",",,S","66",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-23",,,"75","H,,S","84",",,S","65",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-24",,,"73","H,,S","84",",,S","63",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-25",,,"75","H,,S","87",",,S","60",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-26",,,"76","H,,S","85",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-27",,,"72","H,,S","82",",,S","63",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-28",,,"72","H,,S","81",",,S","62",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-29",,,"72","H,,S","85",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-09-30",,,"74","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-01",,,"76","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-02",,,"76","H,,S","89",",,S","60",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-03",,,"74","H,,S","84",",,S","66",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-04",,,"72","H,,S","81",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-05",,,"72","H,,S",,,"62",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-06",,,"78","H,,S","87",",,S","66",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-07",,,"75","H,,S","87",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-08",,,"76","H,,S","88",",,S","63",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-09",,,"78","H,,S",,,"63",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-10",,,"77","H,,S","86",",,S","67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-11",,,"78","H,,S","88",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-12",,,"78","H,,S","90",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-13",,,"80","H,,S","93",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-14",,,"81","H,,S","92",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-15",,,"79","H,,S","90",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-16",,,"79","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-17",,,"80","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-18",,,"79","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-19",,,"77","H,,S","86",",,S","67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-20",,,"78","H,,S","87",",,S","68",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-21",,,"77","H,,S","87",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-22",,,"80","H,,S","91",",,S","66",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-23",,,"80","H,,S","92",",,S","67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-24",,,"81","H,,S","92",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-25",,,"81","H,,S","93",",,S","69",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-26",,,"80","H,,S","92",",,S","70",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-27",,,"80","H,,S","91",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-28",,,"79","H,,S","88",",,S","67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-29",,,"78","H,,S","90",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-30",,,"77","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-10-31",,,"76","H,,S","87",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-01",,,"77","H,,S","84",",,S","69",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-02",,,"74","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-03","0.39",",,S","70","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-04","0.63",",,S","75","H,,S",,,"66",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-05","0.00",",,S","76","H,,S","85",",,S","65",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-06",,,"74","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-07",,,"77","H,,S","87",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-08",,,"80","H,,S","89",",,S","66",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-09",,,"78","H,,S","89",",,S","66",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-10",,,"75","H,,S","87",",,S","68",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-11",,,"75","H,,S","89",",,S","69",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-12",,,"78","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-13",,,"76","H,,S",,,"67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-14",,,"70","H,,S","78",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-15",,,"69","H,,S",,,"65",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-16",,,"72","H,,S","76",",,S","66",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-17",,,"76","H,,S","84",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-18",,,"76","H,,S","86",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-19",,,"77","H,,S",,,"69",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-20",,,"76","H,,S","87",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-21",,,"78","H,,S","88",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-22",,,"76","H,,S","87",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-23",,,"74","H,,S","86",",,S","66",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-24",,,"76","H,,S","85",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-25",,,"78","H,,S","86",",,S","69",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-26",,,"79","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-27",,,"76","H,,S",,,"67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-28",,,"79","H,,S","86",",,S","67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-29",,,"79","H,,S",,,"67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-11-30",,,"78","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-01","0.00",",,S","70","H,,S","76",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-02","0.24",",,S","71","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-03","0.24",",,S","72","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-04","1.77",",,S","73","H,,S",,,"65",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-05","0.00",",,S","73","H,,S","82",",,S","66",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-06",,,"71","H,,S","82",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-07","0.83",",,S","74","H,,S","83",",,S","65",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-08","1.93",",,S","72","H,,S",,,"67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-09","0.24",",,S","75","H,,S","84",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-10","1.85",",,S","74","H,,S","83",",,S","67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-11","0.00",",,S","76","H,,S","83",",,S","69",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-12",,,"76","H,,S","85",",,S","69",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-13",,,"79","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-14",,,"80","H,,S",,,"67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-15",,,"77","H,,S","87",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-16",,,"78","H,,S","86",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-17",,,"79","H,,S","86",",,S","69",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-18",,,"80","H,,S","88",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-19",,,"79","H,,S","90",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-20",,,"79","H,,S",,,"70",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-21",,,"77","H,,S",,,"71",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-22","0.01",",,S","75","H,,S","89",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-23","0.55",",,S","77","H,,S","85",",,S","68",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-24","0.31",",,S","76","H,,S","83",",,S","69",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-25","0.00",",,S","77","H,,S","88",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-26",,,"77","H,,S",,,"71",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-27",,,"76","H,,S","86",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-28",,,"75","H,,S","83",",,S","67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-29",,,"76","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-30",,,"79","H,,S","90",",,S","72",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2023-12-31","1.34",",,S","74","H,,S",,,"67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-01","0.04",",,S","75","H,,S",,,"67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-02",,,"74","H,,S","85",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-03",,,"73","H,,S","81",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-04","0.39",",,S","73","H,,S","81",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-05","0.00",",,S","71","H,,S","78",",,S","67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-06","2.13",",,S","71","H,,S","80",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-07","0.00",",,S","73","H,,S","78",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-08","0.51",",,S","76","H,,S",,,"68",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-09","3.74",",,S","74","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-10","0.91",",,S","73","H,,S","80",",,S","70",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-11","0.47",",,S","73","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-12","0.91",",,S","72","H,,S","81",",,S","68",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-13","0.39",",,S","71","H,,S",,,"68",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-14","0.16",",,S","73","H,,S","79",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-15","0.00",",,S","75","H,,S","83",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-16","0.04",",,S","74","H,,S","80",",,S","70",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-17","0.00",",,S","72","H,,S",,,"69",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-18",,,"74","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-19",,,"76","H,,S","87",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-20","0.59",",,S","74","H,,S","83",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-21","0.91",",,S","73","H,,S","81",",,S","69",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-22","0.43",",,S","76","H,,S","83",",,S","67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-23","0.63",",,S","70","H,,S","74",",,S","67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-24","0.08",",,S","72","H,,S","79",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-25","0.31",",,S","73","H,,S","81",",,S","67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-26","0.00",",,S","76","H,,S","82",",,S","66",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-27",,,"77","H,,S","85",",,S","67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-28",,,"74","H,,S","83",",,S","68",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-29",,,"74","H,,S",,,"67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-30",,,"75","H,,S",,,"69",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-01-31","0.02",",,S","73","H,,S","78",",,S","70",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-02-01","0.67",",,S","72","H,,S","84",",,S","68",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-02-02","0.75",",,S","75","H,,S","83",",,S","64",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-02-03","0.12",",,S","74","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-02-04","0.00",",,S","74","H,,S","86",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-02-05","0.47",",,S","74","H,,S","85",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-02-06",,,"74","H,,S","87",",,S","67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-02-07",,,"76","H,,S",,,"68",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-02-08",,,"80","H,,S",,,,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-02-09",,,"74","H,,S","81",",,S","70",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-02-10",,,"74","H,,S","85",",,S",,
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-02-11","1.38",",,S","70","H,,S",,,"67",",,S"
"TZ000063962","SONGEA, TZ","-10.667","35.583","1036.0","2024-02-12","0.00",",,S","72","H,,S","83",",,S",,
