"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-01","0.00",",,S","81","H,,S","86",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-02","0.04",",,S","81","H,,S","88",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-03","0.00",",,S","81","H,,S","88",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-04","0.37",",,S","83","H,,S","90",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-05","0.00",",,S","83","H,,S","90",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-06",,,"83","H,,S","90",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-07",,,"83","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-08",,,"83","H,,S","90",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-09",,,"84","H,,S",,,"79",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-10","0.20",",,S","80","H,,S","83",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-11","0.03",",,S","82","H,,S",,,"77",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-12","0.00",",,S","82","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-13","0.00",",,S","82","H,,S","88",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-14",,,"81","H,,S","89",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-15",,,"81","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-16",,,"83","H,,S","92",",,S","76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-17",,,"83","H,,S","92",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-18",,,"83","H,,S","92",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-19",,,"83","H,,S",,,"76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-20",,,"85","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-21",,,"83","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-22",,,"84","H,,S","91",",,S","76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-23","0.00",",,S","84","H,,S","91",",,S","78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-24",,,"83","H,,S","92",",,S","78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-25",,,"83","H,,S","92",",,S","77",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-26","0.46",",,S","82","H,,S","89",",,S","77",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-27","0.01",",,S","85","H,,S","91",",,S","77",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-28","0.00",",,S","87","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-29",,,"84","H,,S","92",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-30",,,"84","H,,S","89",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-01-31",,,"84","H,,S",,,"78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-01",,,"84","H,,S","90",",,S","77",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-02",,,"82","H,,S","90",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-03",,,"83","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-04",,,"84","H,,S","92",",,S","76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-05",,,"84","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-06",,,"84","H,,S","92",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-07",,,"84","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-08","0.16",",,S","82","H,,S",,,"77",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-09","0.04",",,S","81","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-10","0.13",",,S","83","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-13",,,"83","H,,S","90",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-14",,,"84","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-15",,,"83","H,,S","91",",,S","80",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-16",,,"83","H,,S","89",",,S","78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-17",,,"84","H,,S","91",",,S","76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-18",,,"83","H,,S","91",",,S","75",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-19",,,"81","H,,S",,,"76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-21",,,"81","H,,S","92",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-22","0.31",",,S","82","H,,S","88",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-23","0.00",",,S","82","H,,S","90",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-24","0.12",",,S","81","H,,S","89",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-25","0.00",",,S","83","H,,S","92",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-26",,,"84","H,,S","96",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-27",,,"84","H,,S","94",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-02-28",,,"84","H,,S",,,"78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-01",,,"85","H,,S","93",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-02",,,"84","H,,S","92",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-03",,,"84","H,,S","91",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-04",,,"85","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-05",,,"85","H,,S",,,"78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-06",,,"85","H,,S","96",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-07",,,"85","H,,S","94",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-08",,,"85","H,,S","91",",,S","78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-09",,,"84","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-10",,,"84","H,,S",,,"78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-11",,,"84","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-12",,,"83","H,,S","94",",,S","77",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-13",,,"83","H,,S","90",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-14",,,"82","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-15",,,"83","H,,S","94",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-16",,,"84","H,,S","92",",,S","75",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-17",,,"83","H,,S",,,"77",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-18","0.59",",,S","81","H,,S",,,"75",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-19","0.10",",,S","83","H,,S","90",",,S","78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-20","0.00",",,S","84","H,,S","90",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-21","0.05",",,S","83","H,,S","91",",,S","77",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-22","0.00",",,S","84","H,,S",,,"78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-23",,,"84","H,,S","90",",,S","78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-24",,,"82","H,,S","91",",,S","78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-25",,,"85","H,,S",,,"77",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-26",,,"84","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-27",,,"83","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-28",,,"85","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-29",,,"84","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-30",,,"83","H,,S","89",",,S","78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-03-31",,,"85","H,,S",,,"78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-01",,,"82","H,,S","87",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-02",,,"80","H,,S","86",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-03",,,"83","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-04",,,"83","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-05",,,"83","H,,S","91",",,S","78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-06",,,"84","H,,S",,,"80",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-07",,,"81","H,,S","88",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-08","0.85",",,S","79","H,,S","83",",,S","75",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-09","0.12",",,S","83","H,,S",,,"78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-10","0.53",",,S","82","H,,S",,,"75",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-11","0.87",",,S","80","H,,S","85",",,S","73",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-12","0.26",",,S","80","H,,S","85",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-13","0.12",",,S","78","H,,S","79",",,S","76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-14","0.19",",,S","81","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-15","0.00",",,S","82","H,,S","89",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-16","0.04",",,S","83","H,,S","90",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-17","0.00",",,S","83","H,,S","90",",,S","77",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-18","0.03",",,S","76","H,,S","81",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-19","1.48",",,S","76","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-20","1.17",",,S","80","H,,S",,,"75",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-21","0.00",",,S","81","H,,S",,,"75",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-22",,,"82","H,,S",,,"78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-23",,,"83","H,,S","90",",,S","80",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-24",,,"84","H,,S",,,"78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-25","0.01",",,S","81","H,,S",,,"77",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-26","0.01",",,S","82","H,,S",,,"78",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-27","0.00",",,S","82","H,,S","90",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-28","2.28",",,S","80","H,,S","83",",,S","76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-29","1.58",",,S","77","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-04-30","0.00",",,S","81","H,,S","88",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-01","0.06",",,S","78","H,,S","83",",,S","76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-02","0.63",",,S","81","H,,S","88",",,S","77",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-03","0.06",",,S","78","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-04","1.46",",,S","80","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-05","0.31",",,S","78","H,,S","82",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-06","0.17",",,S","80","H,,S","86",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-07","0.00",",,S","80","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-08",,,"81","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-09",,,"81","H,,S","87",",,S","76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-10",,,"82","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-11",,,"81","H,,S",,,"77",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-12",,,"80","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-13",,,"82","H,,S",,,"76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-14",,,"81","H,,S","88",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-15",,,"82","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-16",,,"80","H,,S","86",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-17","0.00",",,S","82","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-18",,,"81","H,,S","88",",,S","76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-19",,,"81","H,,S","87",",,S","76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-20",,,"82","H,,S","89",",,S","76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-21",,,"81","H,,S","90",",,S","76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-22",,,"81","H,,S",,,"76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-23",,,"81","H,,S",,,"76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-24",,,"80","H,,S","89",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-25",,,"80","H,,S","87",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-26",,,"81","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-27",,,"81","H,,S","87",",,S","76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-28",,,"80","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-29",,,"79","H,,S","87",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-30",,,"80","H,,S","88",",,S","74",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-05-31","3.90",",,S","79","H,,S","86",",,S","75",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-01","1.63",",,S","79","H,,S",,,"74",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-02","0.00",",,S","79","H,,S","87",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-03",,,"79","H,,S","86",",,S","74",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-04",,,"80","H,,S",,,"74",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-05",,,"81","H,,S","87",",,S","73",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-06",,,"81","H,,S","85",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-07",,,"81","H,,S",,,"77",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-08","0.31",",,S","78","H,,S","82",",,S","71",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-09","0.00",",,S","80","H,,S",,,"70",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-10",,,"80","H,,S",,,"77",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-11",,,"79","H,,S","86",",,S","75",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-12",,,"79","H,,S","86",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-13",,,"78","H,,S","85",",,S","75",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-14",,,"78","H,,S","84",",,S","74",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-15",,,"78","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-16",,,"78","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-17",,,"78","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-18",,,"79","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-19",,,"80","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-20",,,"79","H,,S","87",",,S","75",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-21",,,"75","H,,S","79",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-22",,,"78","H,,S","85",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-23",,,"79","H,,S","85",",,S","71",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-24",,,"78","H,,S","85",",,S","70",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-25",,,"77","H,,S","85",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-26",,,"78","H,,S","84",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-27",,,"78","H,,S","86",",,S","71",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-28","0.02",",,S","78","H,,S",,,"70",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-29","0.08",",,S","78","H,,S","83",",,S","73",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-06-30","0.00",",,S","78","H,,S","86",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-01",,,"78","H,,S","85",",,S","72",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-02",,,"78","H,,S","85",",,S","74",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-03",,,"79","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-04",,,"78","H,,S","86",",,S","74",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-05",,,"78","H,,S","85",",,S","74",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-06",,,"78","H,,S","85",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-07",,,"78","H,,S","85",",,S","74",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-08","0.63",",,S","78","H,,S","84",",,S","73",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-09","0.00",",,S","79","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-10",,,"79","H,,S","86",",,S","76",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-11",,,"78","H,,S","86",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-12","0.43",",,S","78","H,,S","83",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-13","0.00",",,S","79","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-14",,,"79","H,,S","87",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-15",,,"80","H,,S","86",",,S","71",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-16",,,"78","H,,S","86",",,S","75",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-17",,,"79","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-18",,,"78","H,,S","87",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-19",,,"78","H,,S",,,"74",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-20",,,"78","H,,S","86",",,S","74",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-21",,,"79","H,,S","86",",,S","74",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-22",,,"78","H,,S","86",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-23",,,"79","H,,S","86",",,S","74",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-24",,,"79","H,,S","86",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-25",,,"78","H,,S","85",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-26",,,"78","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-27",,,"78","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-28",,,"77","H,,S","85",",,S","73",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-29","0.02",",,S","78","H,,S","85",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-30","0.00",",,S","78","H,,S","87",",,S","74",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-07-31","0.00",",,S","79","H,,S","85",",,S","73",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-08-01",,,"78","H,,S","84",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-08-02",,,"78","H,,S","84",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-08-03",,,"78","H,,S","85",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-08-04",,,"77","H,,S","85",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-08-05",,,"78","H,,S","85",",,S","71",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-08-06",,,"78","H,,S",,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-08-07","0.01",",,S","76","H,,S","84",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-08-08","0.00",",,S","77","H,,S",,,"70",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-08-09",,,"76","H,,S","85",",,S","70",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-08-10",,,"77","H,,S",,,"70",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-08-11",,,"78","H,,S",,,"70",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-08-12",,,"77","H,,S",,,"72",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-08-13",,,"78","H,,S","87",",,S","70",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-08-14",,,"79","H,,S","87",",,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-08-15",,,"79","H,,S","87",",,S","73",",,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2021-08-16",,,"78","H,,S","85",",,S",,
